"Time","FETD1:Device current","FETD2:Device current","FETD3:Device current","FETD4:Device current","Vab:Measured voltage"
0.47986562500000002,0,0,-3.3892480099857649,3.3892480099857649,30.302205835591867
0.47986624999999999,0,0,-3.1874189787687399,3.1874189787687399,30.31078967028602
0.47986687500000003,0,0,-2.9856229165201182,2.9856229165201182,30.298708922590222
0.4798674730828264,0,0,-2.7926723873473707,2.7926723873473707,30.268022250845778
0.47986747308284006,2.7926723829444642,0,0,2.7926723829444642,30.268022249933221
0.47986772846627207,2.9106698448069577,0,0,2.9106698448069577,30.253729524576151
0.47986798384970403,3.028684345461488,0,0,3.028684345461488,30.244568556009465
0.47986823923313604,3.1467016622767621,0,0,3.1467016622767621,30.240517177319386
0.479868494616568,3.264707572621488,0,0,3.264707572621488,30.241553221592142
0.4798686001090201,3.313446168903516,0,0,3.313446168903516,30.243460760031095
0.47986860010903376,3.3134461752122832,0,0,3.3134461752122832,30.243460760333893
0.47986863008722702,3.3694690019854892,0,0,3.2851219641857692,30.244012856276154
0.47986866006542028,3.4254912513797935,0,0,3.2567975685946209,30.244424030133409
0.47986869004361349,3.4815129569894436,0,0,3.2284730472777072,30.244694367715653
0.47986872002180675,3.5375341524086865,0,0,3.2001484590738962,30.244823954832896
0.47986874999999318,3.593554858472471,0,0,3.1718238692733003,30.244812877313688
0.47986875000000001,3.59355487123177,0,0,3.1718238628220576,30.24481287729515
0.47986875000001367,3.5935548967501596,0,0,3.1718238499192601,30.244812877260063
0.47986889988123405,3.8736325512967111,0,0,3.0302094360909662,30.24266825219777
0.4798688998812477,3.8736325768143756,0,0,3.0302094231887713,30.243511582229544
0.47986949490499814,4.0198050469974635,0,0,3.4331890207377054,30.319343792770574
0.47987003829648861,4.1526873611641939,0,0,3.8007354988304067,30.400805052147774
0.47987003829650227,0,0,-4.1526873644956108,3.8007355080609613,30.400805054339894
0.47987040563720179,0,0,-3.8994021837867772,3.8157714486392007,30.451575140926515
