"Frequency","Product","Product1"
0,67.532444101644572,60.585391510754604
1500,74.473005799693951,37.903115205339574
3000,67.923688649936352,43.119898261470368
4500,75.771525296241848,47.844151655559635
6000,62.132052351304701,41.893196345670418
7500,73.723780790145668,49.650893880078321
9000,74.519656077416442,34.605954975317026
10500,78.090919098180166,44.758308242392594
12000,69.41063386171939,46.778668515655966
13500,72.892553210854928,36.318555741740511
15000,74.544646686462812,45.847317585480305
16500,76.847724610263796,36.619341897890763
18000,62.709587068650706,41.317143593273741
19500,78.968707246755685,34.064236920001882
21000,71.583342112936407,40.774965289461058
22500,74.699441583410263,47.566104911600448
24000,75.174673167543645,43.140325538848785
25500,78.08250605733447,50.519428246768065
27000,68.470988738747835,49.746792220963584
28500,77.463599177856409,50.630909842704085
30000,72.444359306717956,49.474126064156522
31500,75.065348342996884,34.717868288923285
33000,74.517825471883242,45.039637938967367
34500,58.794416113597492,33.311249885270101
36000,68.264198019129722,42.32291678575357
37500,77.311641708360426,49.589709503078126
39000,74.463229121583169,40.790470540920467
40500,73.231008604675466,48.822889502728437
42000,60.963203886205733,36.804173237081493
43500,65.643678687770674,44.404924197124586
45000,70.720639192645251,40.835988578051015
46500,70.215231926046471,30.72613966813373
48000,78.930276038873032,48.78192989436252
49500,78.129285987947284,40.426135656314315
51000,77.865391871569898,39.86443660869999
52500,75.57580314273784,43.254509315929646
54000,73.163090102133324,39.054909913727386
55500,74.148201945108653,25.706615511130156
57000,74.298961594762744,46.522342225523452
58500,61.54578546307485,51.773406719582681
60000,76.335426000737414,39.852303494215342
61500,61.064096342186758,33.509075219371141
63000,72.923559206675776,41.153610579303638
64500,76.622136943827513,50.404011220927188
66000,74.102445010369465,50.261634852118313
67500,71.985510253846044,41.00819909856213
69000,77.266324978809806,41.46406255730524
70500,69.709030982200844,32.914852934592453
72000,77.773762253246687,46.289162865362371
73500,67.145307048397754,33.710211622036567
75000,73.431128408817102,40.709072442381498
76500,64.483767038124313,41.98745477346678
78000,74.209411118152758,44.925411151881285
79500,75.82529111758835,42.941641171396007
81000,68.110907685901495,45.575084455317885
82500,66.081035234944878,35.880786134143491
84000,69.302497273483695,46.581354866216529
85500,71.020153805041019,45.323740724282501
87000,65.174384230516026,38.540941641132001
88500,52.764149196286539,33.956758089846986
90000,76.126251843713234,40.29205101303382
91500,68.119566903284579,50.790639552958581
93000,68.513045085513994,44.316706880404453
94500,76.644269231234517,46.292067969121305
96000,69.556227252852821,36.792782062120502
97500,73.248842547295439,44.287834120642017
99000,80.125804484011212,39.494650676393931
100500,69.711809099988741,48.059325917021603
102000,73.993417401868513,47.704822059287437
103500,75.111878717743167,33.760818297537931
105000,75.21524262598372,46.723793325062736
106500,64.378712483164136,46.995277634566278
108000,78.308024327984782,35.112199763159552
109500,67.662483423224742,49.436741748658008
111000,70.663653536285111,32.648903144586313
112500,65.811137203679039,42.856055018375102
114000,67.371160722319459,47.739291181894963
115500,64.247471970622229,43.841177046273422
117000,73.752823189530915,46.677260463119332
118500,71.906794841800405,38.983590003570015
120000,77.518984675188278,47.958621816358011
121500,71.134722428048988,43.591632270754772
123000,72.959856500591599,44.446611187874694
124500,65.292796680486248,46.013693516363112
126000,69.787804594120459,42.749660852926027
127500,70.570400446314778,41.92886173647176
129000,75.026191436653534,36.987071589721438
130500,71.034512211829451,43.101136646531572
132000,68.606962524222041,43.342355371542581
133500,69.376348116000116,30.666417740842157
135000,70.261857989217035,45.808384820423449
136500,66.320330708358895,30.39786981129156
138000,69.147629543219708,44.852959812541002
139500,69.288054138002934,35.229492233748303
141000,75.736994431650359,44.179856792831686
142500,71.81609133465038,45.659523535669962
144000,58.327984496514503,43.686568602211729
145500,69.835549252951679,45.326163804883215
147000,62.520155717543602,45.144926346033422
148500,73.944448010828779,40.284477084370494
150000,121.24482815951859,122.08422028478276
151500,69.372470546218864,37.905268906482561
153000,73.601228469611442,42.185826703980084
154500,75.477805959642822,44.413784900467817
156000,61.385417727446132,38.757132675538394
157500,65.527229655889499,45.336367175853098
159000,73.142089881270124,35.028274016372386
160500,73.30937292844412,45.775394085582462
162000,66.380642100745092,45.058980987660853
163500,75.708429068046698,28.170716178249609
165000,50.147702957963261,41.882980183100322
166500,64.945684611392466,32.181898873980622
168000,69.264597269318799,37.679034659292924
169500,74.03949693880034,43.425242761611472
171000,72.997124983333052,33.233506886574027
172500,61.189530217523071,40.631319915178416
174000,54.766745467254324,32.116070986965454
175500,73.220250729996692,42.816392460485496
177000,73.499933651418829,41.94120406645709
178500,66.014622168399868,37.213348187073187
180000,72.415922432257375,48.419901913829257
181500,71.742708424997545,42.355074145883023
183000,73.54020333903992,42.361731537256233
184500,65.422519159248921,39.926637230535789
186000,70.969643726145705,45.177888069268093
187500,72.373319528196902,30.394633004885971
189000,61.302182331554569,29.37752871907486
190500,75.849968006572837,45.68801452339013
192000,71.873699300252142,41.97384242280944
193500,74.572309912931075,45.900694410052083
195000,67.274792345058756,41.469043900869771
196500,69.308944596312273,38.531100847528926
198000,71.418036337571451,45.123905612586114
199500,68.847094302868442,41.866315664243274
201000,74.958050626037249,35.253780175501142
202500,69.261318428703703,36.93054375009698
204000,54.94253539948712,28.723404977791297
205500,72.056845318195599,46.893764712205453
207000,63.559272968667138,39.571028978304284
208500,67.257470519708122,45.593335779137128
210000,59.796150059904264,39.476233003262053
211500,72.688954491941288,31.49925146651357
213000,65.953096465411761,38.608213501831685
214500,72.803096194749898,45.569913300091976
216000,71.759225647512068,41.040388973288621
217500,76.39537157797794,31.089067397115777
219000,72.200721252322936,43.175515718493017
220500,76.464241760174289,30.488635203121785
222000,77.000239381121972,39.539528376331575
223500,74.070438959138428,33.869049142944171
225000,79.098223053956531,35.950415519188184
226500,68.525155599989901,38.164581020678895
228000,79.156850480707121,38.322606823337303
229500,72.770402234266754,32.343525796125412
231000,68.275721664762841,28.538779732358996
232500,74.383591887471013,35.131622084080711
234000,76.880039688206807,41.404406379504188
235500,72.099756133964831,33.555417153709705
237000,75.233850501204046,40.512081725992886
238500,76.732549512597615,32.728172017202397
240000,71.230940020791053,24.306608184528933
241500,74.17313177621071,39.265425973904215
243000,65.126529677318459,40.85735298838032
244500,72.776180807167862,40.809398866119473
246000,71.884681664804589,37.642908571895212
247500,77.519831596887414,29.152387382736048
249000,74.545534214814822,36.963885074341775
250500,74.798364321014418,30.800500175752429
252000,70.725851134110826,42.804950316363197
253500,67.096395474513869,32.315549013996694
255000,78.843618699609095,35.722621063297765
256500,75.19735497886343,29.635030746978757
258000,83.044684726549406,39.661214976460123
259500,78.523807456516494,37.686444437890614
261000,60.275925013785034,26.059801893002266
262500,79.251115208983506,39.276209501464187
264000,77.356087672866565,35.325796053774802
265500,77.550419568302132,38.060915956754819
267000,75.349872522365985,35.327712229427199
268500,77.316041832446302,31.866856045876638
270000,84.385104956609609,39.138969140355655
271500,67.24716859445877,41.007119594146261
273000,74.726247931040305,38.141437395023985
274500,76.159000525010669,38.152771837027245
276000,67.845704848032057,30.599251222842948
277500,77.948708940685776,33.794220719980856
279000,63.691615429996034,37.518035448867153
280500,82.79087042285299,37.847932458657986
282000,70.175903513532987,31.801643955565698
283500,80.673330360961955,16.254496038960756
285000,67.450639516536356,40.432453921857167
286500,79.734837542514313,19.647103880128057
288000,76.362444490440168,32.421861276139161
289500,83.120180494433882,38.858010537693801
291000,74.16128370340104,34.44295629476877
292500,72.575026431297701,32.166625133998508
294000,73.723812936786061,26.145705597759935
295500,75.885118042637117,37.905075917768983
297000,82.26364471071912,30.936206387018661
298500,77.199721486731903,35.632954798000618
300000,96.281484007911132,99.632659029285691
301500,84.498936727145065,30.947755252499118
303000,82.443851400509118,33.074144000917357
304500,75.835871236990243,38.116328614569717
306000,76.745453995480219,35.205397026598732
307500,77.889211924403028,29.650465791153387
309000,75.432819539435968,33.059580569015708
310500,84.673440055469555,37.61933847406776
312000,81.927412289866638,19.641042208400808
313500,80.146478920519371,30.823611405379125
315000,80.453112334468827,29.633409333177077
316500,78.453052723964902,30.57466620872184
318000,71.206943653770026,29.756960344361502
319500,79.823810864923075,32.734085778879631
321000,80.667951020816915,27.203181784899421
322500,79.827840619863665,32.535192429505379
324000,76.110535702239559,37.406512050012459
325500,79.504494764723447,31.103916455528761
327000,82.614807827104627,30.853206456431785
328500,81.1946895184863,34.007311593801319
330000,85.219882207237163,25.028423707803679
331500,85.195539824047557,37.054702915771657
333000,84.998370957944402,26.653055355489201
334500,78.390861677309374,28.267453741213092
336000,80.925346653460153,38.3372396875993
337500,78.135488263644788,32.091934831437854
339000,82.789083040571768,32.203278788419325
340500,85.81699376525529,32.505243880400428
342000,87.053996898392569,24.390923203722256
343500,82.941731010446716,26.150215944338342
345000,84.251370076452204,33.815455115012483
346500,80.986435100891811,32.867607473252434
348000,86.736250173197092,27.426071243921989
349500,77.700298571272569,30.552940023688826
351000,86.069515298840031,35.770518798715877
352500,85.765768311347813,31.835146299176273
354000,80.954225840156596,18.75550231548678
355500,87.25519129568508,36.872581495869674
357000,81.328913094347996,27.066103480495961
358500,82.656296475010464,24.315078497638403
360000,84.896866644357829,32.435849207571714
361500,85.7382777719654,33.467760868074436
363000,63.963287636088388,36.574926651745855
364500,84.561486414445582,32.481057459877611
366000,76.431003811439325,33.294966714286552
367500,86.727557890093578,31.819030632836053
369000,83.947989746365721,34.823869058659355
370500,81.228434706710971,32.001948622740294
372000,89.09889385962714,32.260545580256469
373500,79.464366597697591,21.594508164987033
375000,87.147787229146033,27.575866834664737
376500,79.989476994700581,27.683782741871184
378000,89.847693619582799,25.023594644159569
379500,77.646502507281369,33.378410991594215
381000,82.677446046831619,29.672520991026765
382500,87.565279376572946,33.15922567235036
384000,80.058772539126736,36.302950152546721
385500,84.464431322155974,33.158483074443218
387000,62.509449463276169,27.061686343929804
388500,86.413637443245349,32.185447817360583
390000,86.226730953048246,27.908624848203274
391500,85.017923380841879,31.941334307133321
393000,80.786769889731062,37.674270752964517
394500,87.899932365894102,32.49815447119385
396000,81.163584711315139,22.237230662217556
397500,86.807348876188414,28.011859524529193
399000,88.735515725800411,29.501689016087425
400500,80.453488601707178,31.350166523951376
402000,90.119668572737766,31.773495160177141
403500,84.251473665913906,32.713520154797145
405000,88.00448957278229,31.814708413961107
406500,85.821993023052329,36.039485046896907
408000,90.646375734488259,30.214379698946562
409500,88.226772563441358,33.525747080007612
411000,85.607626304238039,21.690076267165512
412500,84.735455045487313,35.221516798872365
414000,83.229715328844378,35.673556928016524
415500,77.751745240130134,21.101225452472292
417000,86.896411044082413,32.153124525074105
418500,90.563772636764696,23.109042785086721
420000,91.337219837911249,37.805491262638675
421500,86.179933094428108,38.488497903931787
423000,87.501890120512385,31.634828666586671
424500,82.850563675620066,37.27239406481764
426000,84.035359500922056,25.296024851571776
427500,86.484679568371831,36.765907934217417
429000,86.192650379905146,33.233595810120164
430500,86.957130975635138,13.09811963550057
432000,63.550131539908222,35.282744576362646
433500,86.249672399745094,18.588968041929778
435000,87.558069038351704,33.67068982292399
436500,86.302456239950388,28.711677222354783
438000,89.46798672920238,32.821733158622898
439500,91.410017692338272,22.601772203998163
441000,85.775548189361842,34.905801826540866
442500,86.291070765025481,37.56342066746776
444000,83.752055160652958,30.805229763308937
445500,81.206889666021013,37.888782564265654
447000,88.669862663838671,29.529301425726739
