x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+399.11349082E+00,+67.00836647E+00,+10.10460198E+00,+2.94031383E+00
-24.97500E-03,+399.11349082E+00,+66.58995643E+00,+6.75732172E+00,+2.95035567E+00
-24.95000E-03,+400.78713095E+00,+66.17154640E+00,+5.08368158E+00,+2.94031383E+00
-24.92500E-03,+402.04236105E+00,+67.84518653E+00,+5.08368158E+00,+2.95035567E+00
-24.90000E-03,+402.46077108E+00,+67.00836647E+00,+3.41004145E+00,+2.94031383E+00
-24.87500E-03,+403.71600118E+00,+67.00836647E+00,+4.66527155E+00,+2.94031383E+00
-24.85000E-03,+404.13441122E+00,+67.84518653E+00,+2.57322139E+00,+2.93529291E+00
-24.82500E-03,+404.13441122E+00,+66.17154640E+00,+899.58125E-03,+2.94031383E+00
-24.80000E-03,+405.80805135E+00,+67.00836647E+00,+62.76119E-03,+2.95035567E+00
-24.77500E-03,+407.48169148E+00,+67.00836647E+00,+481.17122E-03,+2.93027199E+00
-24.75000E-03,+407.48169148E+00,+67.00836647E+00,-774.05888E-03,+2.93027199E+00
-24.72500E-03,+410.41056171E+00,+67.00836647E+00,-2.86610904E+00,+2.93780337E+00
-24.70000E-03,+409.15533161E+00,+67.00836647E+00,-3.28451908E+00,+2.94031383E+00
-24.67500E-03,+411.24738178E+00,+65.75313637E+00,-3.28451908E+00,+2.93027199E+00
-24.65000E-03,+412.50261188E+00,+67.00836647E+00,-4.12133914E+00,+2.93027199E+00
-24.62500E-03,+413.75784197E+00,+67.00836647E+00,-4.95815921E+00,+2.92023015E+00
-24.60000E-03,+412.50261188E+00,+65.33472633E+00,-8.30543947E+00,+2.92023015E+00
-24.57500E-03,+414.59466204E+00,+67.42677650E+00,-7.88702944E+00,+2.92023015E+00
-24.55000E-03,+415.84989214E+00,+65.33472633E+00,-9.97907960E+00,+2.92023015E+00
-24.52500E-03,+417.10512224E+00,+66.58995643E+00,-9.97907960E+00,+2.92023015E+00
-24.50000E-03,+417.52353227E+00,+67.00836647E+00,-9.97907960E+00,+2.91018831E+00
-24.47500E-03,+418.77876237E+00,+64.07949623E+00,-14.16317993E+00,+2.91771969E+00
-24.45000E-03,+419.19717240E+00,+67.00836647E+00,-12.48953980E+00,+2.91520923E+00
-24.42500E-03,+420.87081254E+00,+65.75313637E+00,-12.07112977E+00,+2.92274061E+00
