x-axis,V1,V2,I1,I2,P1,P2
second,Volt,Volt,Ampere,Ampere,Watt,Watt
-50.00000E-03,+174.51387118E+00,+174.53028181E+00,+2.53363952E+00,+135.43444E-03,+442.00968089E+00,+23.51553510E+00
-49.95000E-03,+174.45818711E+00,+174.53028181E+00,+2.54685276E+00,+188.28691E-03,+444.52109953E+00,+33.02181525E+00
-49.90000E-03,+174.37466101E+00,+174.47481374E+00,+2.53914503E+00,+237.28555E-03,+442.51196462E+00,+41.52743432E+00
-49.85000E-03,+174.40250304E+00,+174.50254777E+00,+2.54189779E+00,+327.02463E-03,+443.51653207E+00,+57.03768088E+00
-49.80000E-03,+174.59739728E+00,+174.53028181E+00,+2.53804393E+00,+393.09021E-03,+443.01424834E+00,+68.54528316E+00
-49.75000E-03,+174.56955525E+00,+174.64121795E+00,+2.52923510E+00,+414.01098E-03,+441.50739716E+00,+72.54792743E+00
-49.70000E-03,+174.51387118E+00,+174.61348391E+00,+2.53584172E+00,+425.57245E-03,+442.51196462E+00,+74.54924957E+00
-49.65000E-03,+174.31897694E+00,+174.33614357E+00,+2.55400993E+00,+477.87437E-03,+445.02338326E+00,+83.55519918E+00
-49.60000E-03,+174.23545083E+00,+174.25294146E+00,+2.56116711E+00,+592.38805E-03,+446.02795071E+00,+103.06809001E+00
-49.55000E-03,+174.34681897E+00,+174.33614357E+00,+2.54905497E+00,+667.81292E-03,+444.52109953E+00,+116.57701443E+00
-49.50000E-03,+174.20760880E+00,+174.19747339E+00,+2.55951545E+00,+709.10391E-03,+446.02795071E+00,+123.58164190E+00
-49.45000E-03,+174.15192473E+00,+174.16973936E+00,+2.55951545E+00,+748.19271E-03,+445.52566699E+00,+130.08593885E+00
-49.40000E-03,+174.15192473E+00,+174.11427129E+00,+2.56777373E+00,+871.51513E-03,+447.03251817E+00,+151.60015181E+00
-49.35000E-03,+174.15192473E+00,+174.19747339E+00,+2.55731324E+00,+973.91678E-03,+445.52566699E+00,+169.61205104E+00
-49.30000E-03,+174.20760880E+00,+174.19747339E+00,+2.56722318E+00,+1.02511760E+00,+447.03251817E+00,+178.61800065E+00
-49.25000E-03,+174.17976677E+00,+174.22520743E+00,+2.56006600E+00,+1.11430614E+00,+446.02795071E+00,+194.12824720E+00
-49.20000E-03,+174.23545083E+00,+174.16973936E+00,+2.56612207E+00,+1.19248374E+00,+447.03251817E+00,+207.63717162E+00
-49.15000E-03,+174.09624066E+00,+174.08653725E+00,+2.58153753E+00,+1.27011080E+00,+449.54393681E+00,+221.14609604E+00
-49.10000E-03,+173.98487253E+00,+174.03106918E+00,+2.59089691E+00,+1.35159168E+00,+450.54850427E+00,+235.15535099E+00
-49.05000E-03,+173.90134642E+00,+173.92013304E+00,+2.59750353E+00,+1.43031984E+00,+451.55307173E+00,+248.66427541E+00
-49.00000E-03,+173.67861015E+00,+173.72599480E+00,+2.61732339E+00,+1.53051930E+00,+454.56677410E+00,+265.67551357E+00
-48.95000E-03,+173.56724201E+00,+173.64279269E+00,+2.62888498E+00,+1.62521330E+00,+456.07362528E+00,+282.18642119E+00
-48.90000E-03,+173.45587387E+00,+173.53185655E+00,+2.63383995E+00,+1.71495238E+00,+457.07819274E+00,+297.69666775E+00
-48.85000E-03,+173.40018980E+00,+173.36545234E+00,+2.64980595E+00,+1.82175840E+00,+459.58961138E+00,+315.70856697E+00
-48.80000E-03,+173.31666370E+00,+173.30998427E+00,+2.65145761E+00,+1.93627208E+00,+459.58961138E+00,+335.72178833E+00
-48.75000E-03,+173.28882167E+00,+173.28225024E+00,+2.65421037E+00,+2.04913411E+00,+460.09189511E+00,+355.23467916E+00
-48.70000E-03,+173.23313760E+00,+173.19904813E+00,+2.66301920E+00,+2.14713139E+00,+461.09646256E+00,+371.74558678E+00
-48.65000E-03,+173.14961150E+00,+173.14358006E+00,+2.67017637E+00,+2.21429807E+00,+462.10103002E+00,+383.25318907E+00
-48.60000E-03,+173.01040132E+00,+173.06037796E+00,+2.68338961E+00,+2.29743059E+00,+464.11016493E+00,+397.76277455E+00
-48.55000E-03,+172.81550708E+00,+172.81077164E+00,+2.71146776E+00,+2.41194426E+00,+468.63071849E+00,+416.77533485E+00
-48.50000E-03,+172.64845488E+00,+172.69983550E+00,+2.73128762E+00,+2.56169291E+00,+471.64442086E+00,+442.29219208E+00
-48.45000E-03,+172.62061284E+00,+172.64436743E+00,+2.72137769E+00,+2.67235276E+00,+469.63528594E+00,+461.30475237E+00
-48.40000E-03,+172.59277081E+00,+172.58889936E+00,+2.72908542E+00,+2.74392381E+00,+471.14213713E+00,+473.81301572E+00
-48.35000E-03,+172.56492877E+00,+172.61663340E+00,+2.72523155E+00,+2.82210141E+00,+470.13756967E+00,+487.32194014E+00
-48.30000E-03,+172.42571860E+00,+172.42249516E+00,+2.75275914E+00,+2.92670525E+00,+474.65812323E+00,+504.83350883E+00
-48.25000E-03,+172.25866640E+00,+172.25609095E+00,+2.76762404E+00,+3.05773532E+00,+476.66725814E+00,+526.84805233E+00
-48.20000E-03,+172.14729826E+00,+172.20062288E+00,+2.78083729E+00,+3.16949626E+00,+478.67639305E+00,+545.86061262E+00
-48.15000E-03,+172.09161419E+00,+172.11742077E+00,+2.78524170E+00,+3.24602223E+00,+479.17867678E+00,+558.86920651E+00
-48.10000E-03,+171.86887792E+00,+171.92328253E+00,+2.79735384E+00,+3.36273809E+00,+480.68552797E+00,+578.38209734E+00
-48.05000E-03,+171.78535181E+00,+171.84008042E+00,+2.80120771E+00,+3.45302772E+00,+481.18781169E+00,+593.39201336E+00
-48.00000E-03,+171.72966774E+00,+171.72914428E+00,+2.82157812E+00,+3.55597991E+00,+484.70379779E+00,+610.90358205E+00
-47.95000E-03,+171.64614164E+00,+171.64594218E+00,+2.82873530E+00,+3.65893211E+00,+485.70836525E+00,+627.91482021E+00
-47.90000E-03,+171.47908944E+00,+171.56274007E+00,+2.83699357E+00,+3.75582830E+00,+486.71293271E+00,+644.42572783E+00
-47.85000E-03,+171.47908944E+00,+171.45180393E+00,+2.85736399E+00,+3.85052230E+00,+490.22891880E+00,+659.93597438E+00
-47.80000E-03,+171.39556333E+00,+171.39633586E+00,+2.85956620E+00,+3.93971083E+00,+490.22891880E+00,+675.44622094E+00
-47.75000E-03,+171.31203723E+00,+171.25766569E+00,+2.86837503E+00,+4.01348406E+00,+491.23348626E+00,+687.45415375E+00
-47.70000E-03,+171.14498502E+00,+171.11899551E+00,+2.87443110E+00,+4.13955921E+00,+491.73576999E+00,+708.46803618E+00
-47.65000E-03,+171.11714299E+00,+171.06352744E+00,+2.88213882E+00,+4.23370267E+00,+493.24262117E+00,+724.47861327E+00
-47.60000E-03,+170.97793282E+00,+170.98032534E+00,+2.89755428E+00,+4.33940760E+00,+495.25175609E+00,+741.99018196E+00
-47.55000E-03,+170.89440671E+00,+170.92485727E+00,+2.91021697E+00,+4.40547318E+00,+497.26089100E+00,+752.99745371E+00
-47.50000E-03,+170.81088061E+00,+170.84165516E+00,+2.91021697E+00,+4.51007702E+00,+497.26089100E+00,+770.50902240E+00
-47.45000E-03,+170.81088061E+00,+170.84165516E+00,+2.92287966E+00,+4.59816446E+00,+499.27002591E+00,+785.51893842E+00
-47.40000E-03,+170.78303858E+00,+170.86938920E+00,+2.91847524E+00,+4.67909480E+00,+498.26545846E+00,+799.52819338E+00
-47.35000E-03,+170.86656468E+00,+170.84165516E+00,+2.91131807E+00,+4.71873414E+00,+497.26089100E+00,+806.03249032E+00
-47.30000E-03,+170.67167044E+00,+170.73071902E+00,+2.91902580E+00,+4.77819317E+00,+498.26545846E+00,+815.53877047E+00
-47.25000E-03,+170.56030230E+00,+170.64751692E+00,+2.93554235E+00,+4.85637077E+00,+500.77687710E+00,+828.54736435E+00
-47.20000E-03,+170.44893417E+00,+170.53658078E+00,+2.94930615E+00,+4.89105520E+00,+502.78601201E+00,+834.05100023E+00
-47.15000E-03,+170.42109213E+00,+170.45337868E+00,+2.95591277E+00,+4.96537898E+00,+503.79057947E+00,+846.55926358E+00
-47.10000E-03,+170.30972399E+00,+170.37017657E+00,+2.96417105E+00,+5.01492817E+00,+504.79514692E+00,+854.56455212E+00
-47.05000E-03,+170.30972399E+00,+170.28697447E+00,+2.97132822E+00,+5.12613856E+00,+505.79971438E+00,+873.07678188E+00
-47.00000E-03,+170.33756603E+00,+170.37017657E+00,+2.96582270E+00,+5.18614813E+00,+505.29743065E+00,+883.58372309E+00
-46.95000E-03,+170.42109213E+00,+170.39791061E+00,+2.96306994E+00,+5.22468639E+00,+504.79514692E+00,+890.08802004E+00
-46.90000E-03,+170.50461823E+00,+170.50884674E+00,+2.95976663E+00,+5.27313448E+00,+504.79514692E+00,+899.09396965E+00
-46.85000E-03,+170.44893417E+00,+170.50884674E+00,+2.96582270E+00,+5.31387492E+00,+505.29743065E+00,+906.09859712E+00
-46.80000E-03,+170.39325010E+00,+170.39791061E+00,+2.96031718E+00,+5.31442547E+00,+504.29286320E+00,+905.59826659E+00
-46.75000E-03,+170.28188196E+00,+170.28697447E+00,+2.97793484E+00,+5.35626700E+00,+507.30656556E+00,+912.10256353E+00
-46.70000E-03,+170.19835586E+00,+170.25924043E+00,+2.98288981E+00,+5.40967002E+00,+507.80884929E+00,+921.10851315E+00
