x-axis,V1,V2,I1,I2,P1,P2
second,Volt,Volt,Ampere,Ampere,Watt,Watt
-50.00000E-03,+143.24726663E+00,+143.30175848E+00,+1.05694778E+00,+1.95938851E+00,+151.44220039E+00,+280.78112937E+00
-49.95000E-03,+143.21942459E+00,+143.19082234E+00,+1.05777658E+00,+1.95989751E+00,+151.44220039E+00,+280.54984343E+00
-49.90000E-03,+143.27510866E+00,+143.24629041E+00,+1.05753978E+00,+1.95378953E+00,+151.55021908E+00,+279.85598561E+00
-49.85000E-03,+143.21942459E+00,+143.19082234E+00,+1.05517180E+00,+1.94844505E+00,+151.11814432E+00,+278.93084186E+00
-49.80000E-03,+143.24726663E+00,+143.32949251E+00,+1.05671099E+00,+1.92833962E+00,+151.33418170E+00,+276.38669653E+00
-49.75000E-03,+143.21942459E+00,+143.21855637E+00,+1.05872377E+00,+1.92070464E+00,+151.65823776E+00,+274.99898090E+00
-49.70000E-03,+143.24726663E+00,+143.27402444E+00,+1.05505340E+00,+1.88278428E+00,+151.11814432E+00,+269.67940432E+00
-49.65000E-03,+143.21942459E+00,+143.16308830E+00,+1.05564540E+00,+1.86624184E+00,+151.22616301E+00,+267.13525899E+00
-49.60000E-03,+143.16374052E+00,+143.19082234E+00,+1.05742138E+00,+1.85657087E+00,+151.33418170E+00,+265.74754336E+00
-49.55000E-03,+143.21942459E+00,+143.21855637E+00,+1.06523571E+00,+1.81305153E+00,+152.52238727E+00,+259.73410896E+00
-49.50000E-03,+143.24726663E+00,+143.27402444E+00,+1.05765818E+00,+1.80338056E+00,+151.55021908E+00,+258.34639333E+00
-49.45000E-03,+143.21942459E+00,+143.27402444E+00,+1.05327742E+00,+1.78760162E+00,+150.90210695E+00,+256.03353394E+00
-49.40000E-03,+143.24726663E+00,+143.19082234E+00,+1.05481660E+00,+1.76851419E+00,+151.11814432E+00,+253.25810268E+00
-49.35000E-03,+143.24726663E+00,+143.21855637E+00,+1.06132855E+00,+1.72092286E+00,+151.98229383E+00,+246.55081047E+00
-49.30000E-03,+143.24726663E+00,+143.16308830E+00,+1.05789498E+00,+1.66722355E+00,+151.55021908E+00,+238.68708856E+00
-49.25000E-03,+143.16374052E+00,+143.21855637E+00,+1.06476212E+00,+1.65195360E+00,+152.41436858E+00,+236.60551511E+00
-49.20000E-03,+143.10805645E+00,+143.13535427E+00,+1.07269485E+00,+1.64711812E+00,+153.49455546E+00,+235.68037135E+00
-49.15000E-03,+143.24726663E+00,+143.24629041E+00,+1.05967096E+00,+1.63210267E+00,+151.76625645E+00,+233.83008385E+00
-49.10000E-03,+143.30295069E+00,+143.32949251E+00,+1.04475269E+00,+1.57076839E+00,+149.71390138E+00,+225.04121818E+00
-49.05000E-03,+143.30295069E+00,+143.21855637E+00,+1.04937025E+00,+1.54022850E+00,+150.36201351E+00,+220.64678535E+00
-49.00000E-03,+143.21942459E+00,+143.21855637E+00,+1.05280382E+00,+1.50383513E+00,+150.79408826E+00,+215.32720876E+00
-48.95000E-03,+143.13589849E+00,+143.13535427E+00,+1.05943416E+00,+1.48881969E+00,+151.65823776E+00,+213.01434938E+00
-48.90000E-03,+143.16374052E+00,+143.21855637E+00,+1.06334133E+00,+1.46820526E+00,+152.19833120E+00,+210.23891812E+00
-48.85000E-03,+143.21942459E+00,+143.21855637E+00,+1.06049975E+00,+1.44733633E+00,+151.87427514E+00,+207.23220092E+00
-48.80000E-03,+143.21942459E+00,+143.21855637E+00,+1.05777658E+00,+1.38778355E+00,+151.44220039E+00,+198.67462119E+00
-48.75000E-03,+143.27510866E+00,+143.24629041E+00,+1.05031744E+00,+1.33561123E+00,+150.47003220E+00,+191.27347116E+00
-48.70000E-03,+143.19158256E+00,+143.21855637E+00,+1.05185663E+00,+1.29641837E+00,+150.57805088E+00,+185.72260863E+00
-48.65000E-03,+143.16374052E+00,+143.13535427E+00,+1.04723907E+00,+1.26180650E+00,+149.92993876E+00,+180.63431799E+00
-48.60000E-03,+143.16374052E+00,+143.21855637E+00,+1.05529020E+00,+1.23966508E+00,+151.11814432E+00,+177.62760079E+00
-48.55000E-03,+143.21942459E+00,+143.24629041E+00,+1.05469820E+00,+1.18672926E+00,+151.01012564E+00,+169.99516481E+00
-48.50000E-03,+143.19158256E+00,+143.21855637E+00,+1.05659259E+00,+1.17018682E+00,+151.33418170E+00,+167.68230543E+00
-48.45000E-03,+143.16374052E+00,+143.19082234E+00,+1.05943416E+00,+1.12437699E+00,+151.65823776E+00,+160.97501321E+00
-48.40000E-03,+143.19158256E+00,+143.21855637E+00,+1.05659259E+00,+1.08951061E+00,+151.33418170E+00,+156.11800850E+00
-48.35000E-03,+143.27510866E+00,+143.24629041E+00,+1.05173823E+00,+1.04064679E+00,+150.68606957E+00,+149.17943035E+00
-48.30000E-03,+143.24726663E+00,+143.19082234E+00,+1.04321350E+00,+998.14544E-03,+149.38984532E+00,+142.93471001E+00
-48.25000E-03,+143.19158256E+00,+143.21855637E+00,+1.04297670E+00,+975.74952E-03,+149.38984532E+00,+139.69670687E+00
-48.20000E-03,+143.27510866E+00,+143.27402444E+00,+1.04439749E+00,+914.66974E-03,+149.60588269E+00,+131.13912714E+00
-48.15000E-03,+143.21942459E+00,+143.21855637E+00,+1.04321350E+00,+889.98332E-03,+149.38984532E+00,+127.43855213E+00
-48.10000E-03,+143.16374052E+00,+143.24629041E+00,+1.04830466E+00,+852.31746E-03,+150.03795745E+00,+122.11897554E+00
-48.05000E-03,+143.19158256E+00,+143.27402444E+00,+1.04783106E+00,+820.25057E-03,+150.03795745E+00,+117.49325677E+00
-48.00000E-03,+143.21942459E+00,+143.21855637E+00,+1.04783106E+00,+802.94463E-03,+150.03795745E+00,+114.94911145E+00
-47.95000E-03,+143.33079273E+00,+143.35722655E+00,+1.04581828E+00,+747.46383E-03,+149.92993876E+00,+107.08538954E+00
-47.90000E-03,+143.27510866E+00,+143.30175848E+00,+1.04345030E+00,+725.83141E-03,+149.49786401E+00,+104.07867234E+00
-47.85000E-03,+143.24726663E+00,+143.24629041E+00,+1.04179271E+00,+682.31206E-03,+149.28182663E+00,+97.83395200E+00
-47.80000E-03,+143.30295069E+00,+143.32949251E+00,+1.03812234E+00,+644.39170E-03,+148.74173319E+00,+92.28308947E+00
-47.75000E-03,+143.38647680E+00,+143.30175848E+00,+1.03054481E+00,+604.68984E-03,+147.76956500E+00,+86.73222695E+00
-47.70000E-03,+143.30295069E+00,+143.32949251E+00,+1.03090001E+00,+559.13450E-03,+147.76956500E+00,+80.02493473E+00
-47.65000E-03,+143.30295069E+00,+143.30175848E+00,+1.03764875E+00,+530.12161E-03,+148.74173319E+00,+75.86178784E+00
-47.60000E-03,+143.30295069E+00,+143.32949251E+00,+1.03492557E+00,+500.59971E-03,+148.30965844E+00,+71.69864094E+00
-47.55000E-03,+143.24726663E+00,+143.24629041E+00,+1.04854146E+00,+482.53028E-03,+150.25399482E+00,+69.15449562E+00
-47.50000E-03,+143.24726663E+00,+143.24629041E+00,+1.04617348E+00,+468.53283E-03,+149.82192007E+00,+67.07292217E+00
-47.45000E-03,+143.24726663E+00,+143.30175848E+00,+1.03954313E+00,+422.46849E-03,+148.95777057E+00,+60.59691589E+00
-47.40000E-03,+143.24726663E+00,+143.27402444E+00,+1.04617348E+00,+376.65866E-03,+149.82192007E+00,+53.88962368E+00
-47.35000E-03,+143.21942459E+00,+143.27402444E+00,+1.04652867E+00,+351.97224E-03,+149.92993876E+00,+50.42033460E+00
-47.30000E-03,+143.13589849E+00,+143.13535427E+00,+1.06156534E+00,+342.55578E-03,+151.98229383E+00,+49.03261897E+00
-47.25000E-03,+143.16374052E+00,+143.16308830E+00,+1.06168374E+00,+312.52488E-03,+151.98229383E+00,+44.63818614E+00
-47.20000E-03,+143.13589849E+00,+143.13535427E+00,+1.06405172E+00,+314.56088E-03,+152.30634989E+00,+45.10075801E+00
-47.15000E-03,+143.19158256E+00,+143.16308830E+00,+1.04865985E+00,+281.22150E-03,+150.14597613E+00,+40.24375330E+00
-47.10000E-03,+143.16374052E+00,+143.16308830E+00,+1.05067264E+00,+239.73814E-03,+150.47003220E+00,+34.23031890E+00
-47.05000E-03,+143.16374052E+00,+143.07988620E+00,+1.04723907E+00,+215.30623E-03,+149.92993876E+00,+30.76102982E+00
-47.00000E-03,+143.13589849E+00,+143.05215217E+00,+1.05481660E+00,+195.96430E-03,+151.01012564E+00,+27.98559856E+00
-46.95000E-03,+143.13589849E+00,+143.10762023E+00,+1.05008064E+00,+171.02339E-03,+150.25399482E+00,+24.51630948E+00
-46.90000E-03,+143.08021442E+00,+143.07988620E+00,+1.05967096E+00,+166.44241E-03,+151.65823776E+00,+23.82245167E+00
-46.85000E-03,+143.10805645E+00,+143.02441813E+00,+1.05931576E+00,+159.57093E-03,+151.55021908E+00,+22.89730791E+00
-46.80000E-03,+143.05237239E+00,+143.07988620E+00,+1.05043584E+00,+157.02594E-03,+150.25399482E+00,+22.43473604E+00
-46.75000E-03,+143.13589849E+00,+143.07988620E+00,+1.05031744E+00,+127.24955E-03,+150.36201351E+00,+18.27158914E+00
-46.70000E-03,+143.10805645E+00,+143.13535427E+00,+1.05280382E+00,+97.21865E-03,+150.68606957E+00,+13.87715631E+00
-46.65000E-03,+143.10805645E+00,+143.05215216E+00,+1.05197503E+00,+89.32918E-03,+150.57805088E+00,+12.72072662E+00
-46.60000E-03,+143.02453035E+00,+143.05215216E+00,+1.05706618E+00,+90.09268E-03,+151.22616301E+00,+12.95201256E+00
-46.55000E-03,+143.02453035E+00,+143.02441813E+00,+1.05848697E+00,+89.58368E-03,+151.44220039E+00,+12.72072662E+00
-46.50000E-03,+143.08021442E+00,+143.07988620E+00,+1.05446141E+00,+85.25720E-03,+150.90210695E+00,+12.25815474E+00
-46.45000E-03,+143.05237239E+00,+143.07988620E+00,+1.05008064E+00,+71.76874E-03,+150.25399482E+00,+10.17658130E+00
-46.40000E-03,+143.08021442E+00,+143.10762023E+00,+1.04996224E+00,+57.00780E-03,+150.25399482E+00,+8.09500785E+00
-46.35000E-03,+143.08021442E+00,+143.07988620E+00,+1.04984384E+00,+41.22885E-03,+150.25399482E+00,+6.01343440E+00
-46.30000E-03,+143.19158256E+00,+143.13535427E+00,+1.04996224E+00,+98.49115E-03,+150.36201351E+00,+14.10844225E+00
-46.25000E-03,+143.10805645E+00,+143.07988620E+00,+1.04913345E+00,+26.97690E-03,+150.14597613E+00,+3.93186095E+00
-46.20000E-03,+142.96884628E+00,+142.99668410E+00,+1.06345973E+00,+39.95636E-03,+152.09031251E+00,+5.78214846E+00
-46.15000E-03,+143.02453035E+00,+143.05215216E+00,+1.05742138E+00,+72.02324E-03,+151.22616301E+00,+10.40786723E+00
-46.10000E-03,+143.13589849E+00,+143.16308830E+00,+1.04877825E+00,+73.29574E-03,+150.14597613E+00,+10.40786723E+00
-46.05000E-03,+143.13589849E+00,+143.16308830E+00,+1.04285830E+00,+58.78929E-03,+149.28182663E+00,+8.32629379E+00
-46.00000E-03,+143.13589849E+00,+143.10762023E+00,+1.04889665E+00,+46.31883E-03,+150.14597613E+00,+6.70729222E+00
-45.95000E-03,+143.16374052E+00,+143.13535427E+00,+1.04937025E+00,+56.75330E-03,+150.25399482E+00,+8.09500785E+00
-45.90000E-03,+143.19158256E+00,+143.13535427E+00,+1.05008064E+00,+76.09523E-03,+150.36201351E+00,+10.87043911E+00
-45.85000E-03,+143.19158256E+00,+143.13535427E+00,+1.04214791E+00,+88.56568E-03,+149.17380794E+00,+12.72072662E+00
-45.80000E-03,+143.21942459E+00,+143.27402444E+00,+1.03942473E+00,+86.78419E-03,+148.84975188E+00,+12.48944068E+00
-45.75000E-03,+143.27510866E+00,+143.24629041E+00,+1.03717515E+00,+92.89217E-03,+148.63371450E+00,+13.41458443E+00
-45.70000E-03,+143.21942459E+00,+143.24629041E+00,+1.04013513E+00,+105.87162E-03,+148.95777057E+00,+15.26487194E+00
-45.65000E-03,+143.21942459E+00,+143.27402444E+00,+1.03871434E+00,+129.79454E-03,+148.74173319E+00,+18.50287508E+00
-45.60000E-03,+143.27510866E+00,+143.27402444E+00,+1.03575437E+00,+157.02594E-03,+148.41767713E+00,+22.43473604E+00
-45.55000E-03,+143.27510866E+00,+143.32949251E+00,+1.03291279E+00,+187.31133E-03,+147.98560238E+00,+26.82916887E+00
-45.50000E-03,+143.33079273E+00,+143.32949251E+00,+1.03563597E+00,+209.19825E-03,+148.41767713E+00,+30.06717201E+00
