x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+164.16108787E+00,+58.97071105E+00,+13.44769865E+00,+2.62346746E+00
-24.97500E-03,+164.32845189E+00,+60.47698720E+00,+12.10878652E+00,+2.62848838E+00
-24.95000E-03,+165.83472803E+00,+60.30962318E+00,+11.43933046E+00,+2.62681474E+00
-24.92500E-03,+166.16945606E+00,+60.97907925E+00,+10.10041833E+00,+2.63016202E+00
-24.90000E-03,+166.83891213E+00,+60.30962318E+00,+8.76150620E+00,+2.64355114E+00
-24.87500E-03,+168.17782426E+00,+60.47698720E+00,+8.92887022E+00,+2.64355114E+00
-24.85000E-03,+168.51255229E+00,+60.97907925E+00,+7.75732210E+00,+2.64355114E+00
-24.82500E-03,+170.52092049E+00,+60.30962318E+00,+6.58577399E+00,+2.64438796E+00
-24.80000E-03,+170.85564852E+00,+61.64853531E+00,+5.41422588E+00,+2.63685658E+00
-24.77500E-03,+171.35774057E+00,+60.64435121E+00,+4.41004178E+00,+2.62848838E+00
-24.75000E-03,+172.19456065E+00,+60.64435121E+00,+4.41004178E+00,+2.62514110E+00
-24.72500E-03,+173.53347278E+00,+59.80753113E+00,+3.57322170E+00,+2.62179382E+00
-24.70000E-03,+173.53347278E+00,+60.97907925E+00,+2.73640162E+00,+2.62346746E+00
-24.67500E-03,+175.20711294E+00,+60.81171523E+00,+1.89958154E+00,+2.62932520E+00
-24.65000E-03,+175.87656900E+00,+60.97907925E+00,+1.39748949E+00,+2.63685658E+00
-24.62500E-03,+176.21129704E+00,+59.97489515E+00,+1.06276146E+00,+2.64606160E+00
-24.60000E-03,+177.55020916E+00,+60.30962318E+00,+58.57736E-03,+2.65024570E+00
-24.57500E-03,+177.71757318E+00,+60.47698720E+00,-2.11715485E+00,+2.64857206E+00
-24.55000E-03,+178.88912129E+00,+60.64435121E+00,-2.28451887E+00,+2.65024570E+00
-24.52500E-03,+180.06066941E+00,+60.81171523E+00,-3.45606698E+00,+2.64773524E+00
-24.50000E-03,+180.89748949E+00,+60.30962318E+00,-5.29707116E+00,+2.64020386E+00
-24.47500E-03,+181.06485350E+00,+60.81171523E+00,-5.12970714E+00,+2.63016202E+00
-24.45000E-03,+181.90167359E+00,+60.30962318E+00,-5.63179919E+00,+2.63016202E+00
-24.42500E-03,+182.57112965E+00,+60.14225917E+00,-6.63598329E+00,+2.62932520E+00
-24.40000E-03,+184.24476981E+00,+60.97907925E+00,-7.30543935E+00,+2.63350930E+00
-24.37500E-03,+184.41213383E+00,+61.31380728E+00,-8.64435148E+00,+2.63183566E+00
-24.35000E-03,+185.91840997E+00,+60.64435121E+00,-8.64435148E+00,+2.63350930E+00
-24.32500E-03,+186.25313801E+00,+59.80753113E+00,-9.48117156E+00,+2.63601976E+00
-24.30000E-03,+186.92259407E+00,+60.97907925E+00,-11.99163181E+00,+2.63016202E+00
-24.27500E-03,+188.59623423E+00,+59.80753113E+00,-11.32217574E+00,+2.62681474E+00
-24.25000E-03,+188.93096226E+00,+59.97489515E+00,-12.66108787E+00,+2.62012018E+00
