x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+191.23744771E+00,+23.76569030E+00,+2.00836819E+00,+1.05319039E+00
-24.97500E-03,+191.65585775E+00,+24.10041833E+00,+1.75732217E+00,+1.05319039E+00
-24.95000E-03,+191.90690377E+00,+24.10041833E+00,+1.00418410E+00,+1.04984311E+00
-24.92500E-03,+192.49267783E+00,+23.76569030E+00,+1.00418410E+00,+1.05067993E+00
-24.90000E-03,+192.91108787E+00,+24.43514636E+00,+334.72803E-03,+1.04314855E+00
-24.87500E-03,+192.91108787E+00,+24.26778235E+00,+167.36402E-03,+1.04398537E+00
-24.85000E-03,+193.74790795E+00,+23.93305431E+00,+334.72803E-03,+1.04482219E+00
-24.82500E-03,+193.58054394E+00,+23.76569030E+00,-502.09205E-03,+1.05067993E+00
-24.80000E-03,+194.58472803E+00,+23.76569030E+00,-0.0E+00,+1.05319039E+00
-24.77500E-03,+194.41736402E+00,+24.10041833E+00,-753.13807E-03,+1.04984311E+00
-24.75000E-03,+194.75209205E+00,+23.93305431E+00,-1.00418410E+00,+1.05151675E+00
-24.72500E-03,+194.91945606E+00,+24.10041833E+00,-1.33891213E+00,+1.04900629E+00
-24.70000E-03,+195.58891213E+00,+24.10041833E+00,-1.67364016E+00,+1.04984311E+00
-24.67500E-03,+195.75627615E+00,+23.84937230E+00,-2.42677823E+00,+1.04900629E+00
-24.65000E-03,+195.75627615E+00,+24.26778235E+00,-2.51046024E+00,+1.04649583E+00
-24.62500E-03,+195.92364016E+00,+24.26778235E+00,-2.42677823E+00,+1.04565901E+00
-24.60000E-03,+196.25836819E+00,+24.10041833E+00,-3.34728032E+00,+1.04649583E+00
-24.57500E-03,+196.92782426E+00,+23.76569030E+00,-3.84937237E+00,+1.04733265E+00
-24.55000E-03,+197.59728032E+00,+23.93305431E+00,-4.01673639E+00,+1.04984311E+00
-24.52500E-03,+197.76464434E+00,+23.76569030E+00,-3.93305438E+00,+1.04482219E+00
-24.50000E-03,+197.93200836E+00,+23.43096226E+00,-4.01673639E+00,+1.04314855E+00
-24.47500E-03,+198.26673639E+00,+23.93305431E+00,-4.85355647E+00,+1.04314855E+00
-24.45000E-03,+198.43410040E+00,+23.43096226E+00,-5.02092049E+00,+1.04314855E+00
-24.42500E-03,+199.10355647E+00,+23.51464427E+00,-5.18828450E+00,+1.03980127E+00
-24.40000E-03,+199.27092049E+00,+23.43096226E+00,-5.35564852E+00,+1.03980127E+00
-24.37500E-03,+199.43828450E+00,+23.43096226E+00,-5.94142257E+00,+1.03980127E+00
-24.35000E-03,+199.77301253E+00,+23.43096226E+00,-6.19246860E+00,+1.03812763E+00
-24.32500E-03,+199.85669454E+00,+23.59832628E+00,-6.35983261E+00,+1.04314855E+00
-24.30000E-03,+199.94037655E+00,+23.76569030E+00,-6.69456065E+00,+1.03980127E+00
-24.27500E-03,+200.86087864E+00,+23.51464427E+00,-7.19665270E+00,+1.03561717E+00
-24.25000E-03,+200.94456065E+00,+23.59832628E+00,-7.36401671E+00,+1.03812763E+00
-24.22500E-03,+201.53033470E+00,+23.09623423E+00,-7.69874474E+00,+1.03812763E+00
-24.20000E-03,+201.94874474E+00,+23.43096226E+00,-8.36820081E+00,+1.03980127E+00
-24.17500E-03,+201.94874474E+00,+23.09623423E+00,-8.36820081E+00,+1.03394353E+00
-24.15000E-03,+202.28347278E+00,+23.26359825E+00,-8.36820081E+00,+1.03310671E+00
-24.12500E-03,+202.36715478E+00,+23.17991624E+00,-8.87029286E+00,+1.02808579E+00
-24.10000E-03,+202.28347278E+00,+23.43096226E+00,-9.03765687E+00,+1.02975943E+00
-24.07500E-03,+202.78556482E+00,+23.34728026E+00,-9.12133888E+00,+1.02724897E+00
-24.05000E-03,+203.12029286E+00,+23.09623423E+00,-9.37238491E+00,+1.03143307E+00
-24.02500E-03,+203.62238491E+00,+23.17991624E+00,-9.70711294E+00,+1.03310671E+00
-24.00000E-03,+203.95711294E+00,+22.76150620E+00,-10.04184097E+00,+1.02641215E+00
-23.97500E-03,+203.87343093E+00,+22.76150620E+00,-10.62761503E+00,+1.02808579E+00
-23.95000E-03,+204.29184097E+00,+22.92887022E+00,-10.54393302E+00,+1.02139123E+00
-23.92500E-03,+204.79393302E+00,+22.76150620E+00,-10.96234306E+00,+1.02892261E+00
-23.90000E-03,+204.96129704E+00,+22.76150620E+00,-10.71129704E+00,+1.02641215E+00
-23.87500E-03,+204.62656900E+00,+22.76150620E+00,-11.63179912E+00,+1.02808579E+00
-23.85000E-03,+205.46338908E+00,+22.59414218E+00,-11.71548113E+00,+1.02641215E+00
-23.82500E-03,+205.63075310E+00,+22.42677817E+00,-11.71548113E+00,+1.02557533E+00
-23.80000E-03,+205.63075310E+00,+22.76150620E+00,-12.05020916E+00,+1.02975943E+00
-23.77500E-03,+206.38389117E+00,+22.17573214E+00,-12.13389117E+00,+1.02557533E+00
-23.75000E-03,+206.30020916E+00,+22.59414218E+00,-12.38493720E+00,+1.02473851E+00
-23.72500E-03,+206.96966523E+00,+22.34309616E+00,-12.71966523E+00,+1.02306487E+00
-23.70000E-03,+206.30020916E+00,+22.42677817E+00,-13.05439326E+00,+1.02641215E+00
-23.67500E-03,+206.96966523E+00,+22.34309616E+00,-13.13807527E+00,+1.02641215E+00
-23.65000E-03,+207.13702925E+00,+22.25941415E+00,-13.22175728E+00,+1.02473851E+00
-23.62500E-03,+207.05334724E+00,+22.34309616E+00,-13.55648531E+00,+1.02892261E+00
-23.60000E-03,+207.30439326E+00,+21.75732210E+00,-14.05857736E+00,+1.02975943E+00
-23.57500E-03,+207.55543929E+00,+21.84100411E+00,-13.80753133E+00,+1.02892261E+00
-23.55000E-03,+207.80648531E+00,+21.92468612E+00,-14.05857736E+00,+1.02975943E+00
-23.52500E-03,+207.97384933E+00,+22.09205014E+00,-14.14225937E+00,+1.02390169E+00
