x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+283.37081254E+00,+40.16736317E+00,-36.82008290E+00,+2.06238489E+00
-24.97500E-03,+283.37081254E+00,+41.00418323E+00,-38.07531300E+00,+2.06573217E+00
-24.95000E-03,+281.69717240E+00,+42.67782336E+00,-37.65690297E+00,+2.05736397E+00
-24.92500E-03,+281.69717240E+00,+41.42259327E+00,-36.82008290E+00,+2.06740581E+00
-24.90000E-03,+281.69717240E+00,+41.84100330E+00,-36.82008290E+00,+2.05903761E+00
-24.87500E-03,+281.69717240E+00,+40.58577320E+00,-35.56485280E+00,+2.06154807E+00
-24.85000E-03,+281.69717240E+00,+42.67782336E+00,-36.82008290E+00,+2.05234305E+00
-24.82500E-03,+281.27876237E+00,+41.84100330E+00,-35.56485280E+00,+2.05150623E+00
-24.80000E-03,+281.69717240E+00,+43.51464343E+00,-36.82008290E+00,+2.04564849E+00
-24.77500E-03,+280.02353227E+00,+43.51464343E+00,-35.14644277E+00,+2.05150623E+00
-24.75000E-03,+280.02353227E+00,+43.51464343E+00,-35.14644277E+00,+2.05569033E+00
-24.72500E-03,+279.60512224E+00,+41.84100330E+00,-35.14644277E+00,+2.05903761E+00
-24.70000E-03,+280.02353227E+00,+41.84100330E+00,-35.14644277E+00,+2.06238489E+00
-24.67500E-03,+278.76830217E+00,+43.09623340E+00,-33.47280264E+00,+2.04648531E+00
-24.65000E-03,+280.02353227E+00,+43.51464343E+00,-34.30962270E+00,+2.04230121E+00
-24.62500E-03,+279.60512224E+00,+41.84100330E+00,-33.89121267E+00,+2.03811711E+00
-24.60000E-03,+280.02353227E+00,+41.84100330E+00,-31.79916251E+00,+2.03225937E+00
-24.57500E-03,+278.34989214E+00,+43.93305346E+00,-33.05439261E+00,+2.03895393E+00
-24.55000E-03,+276.67625201E+00,+43.51464343E+00,-35.14644277E+00,+2.04230121E+00
-24.52500E-03,+278.34989214E+00,+43.51464343E+00,-31.79916251E+00,+2.04313803E+00
-24.50000E-03,+276.67625201E+00,+41.84100330E+00,-30.12552238E+00,+2.03225937E+00
-24.47500E-03,+275.83943194E+00,+42.25941333E+00,-31.38075247E+00,+2.03979075E+00
-24.45000E-03,+276.67625201E+00,+42.67782336E+00,-30.96234244E+00,+2.04564849E+00
-24.42500E-03,+276.67625201E+00,+43.09623340E+00,-31.38075247E+00,+2.03393301E+00
-24.40000E-03,+275.00261188E+00,+41.84100330E+00,-31.79916251E+00,+2.03560665E+00
