x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+300.10721385E+00,+45.18828356E+00,-3.34728026E+00,+2.05234305E+00
-24.97500E-03,+300.52562389E+00,+47.28033373E+00,-1.67364013E+00,+2.05903761E+00
-24.95000E-03,+302.61767405E+00,+46.86192369E+00,-3.34728026E+00,+2.06238489E+00
-24.92500E-03,+303.03608409E+00,+46.86192369E+00,-6.27615049E+00,+2.07075309E+00
-24.90000E-03,+303.45449412E+00,+46.86192369E+00,-5.02092040E+00,+2.06907945E+00
-24.87500E-03,+303.45449412E+00,+46.86192369E+00,-7.53138059E+00,+2.05569033E+00
-24.85000E-03,+305.12813425E+00,+47.69874376E+00,-5.85774046E+00,+2.04899577E+00
-24.82500E-03,+305.12813425E+00,+47.28033373E+00,-6.69456053E+00,+2.04983259E+00
-24.80000E-03,+306.80177438E+00,+46.86192369E+00,-6.69456053E+00,+2.05569033E+00
-24.77500E-03,+308.05700448E+00,+47.28033373E+00,-8.36820066E+00,+2.03476983E+00
-24.75000E-03,+306.80177438E+00,+46.86192369E+00,-9.20502073E+00,+2.04732213E+00
-24.72500E-03,+308.05700448E+00,+46.86192369E+00,-9.62343076E+00,+2.05066941E+00
-24.70000E-03,+310.14905465E+00,+48.53556383E+00,-8.36820066E+00,+2.04899577E+00
-24.67500E-03,+308.89382455E+00,+47.28033373E+00,-10.46025082E+00,+2.04815895E+00
-24.65000E-03,+310.14905465E+00,+46.02510363E+00,-12.55230099E+00,+2.04732213E+00
-24.62500E-03,+310.56746468E+00,+46.86192369E+00,-11.71548092E+00,+2.04899577E+00
-24.60000E-03,+310.14905465E+00,+46.86192369E+00,-11.71548092E+00,+2.04230121E+00
-24.57500E-03,+311.82269478E+00,+48.11715379E+00,-11.71548092E+00,+2.03895393E+00
-24.55000E-03,+311.82269478E+00,+47.69874376E+00,-14.22594112E+00,+2.03728029E+00
-24.52500E-03,+313.07792488E+00,+48.11715379E+00,-15.48117122E+00,+2.03476983E+00
