Ref,Val,Package,PosX,PosY,Rot,Side
"C305","2.2 uF","C_2220_Sm",-15.300000,89.400000,180.000000,bottom
"C306","2.2 uF","C_2220_Sm",-14.800000,50.200000,0.000000,bottom
"C307","2.2 uF","C_2220_Sm",-28.400000,78.200000,-0.000000,bottom
"C312","2.2 uF","C_2220_Sm",-1.600000,100.600000,180.000000,bottom
"C313","2.2 uF","C_2220_Sm",-14.800000,17.800000,0.000000,bottom
"C315","2.2 uF","C_2220_Sm",-15.300000,67.000000,180.000000,bottom
"C316","2.2 uF","C_2220_Sm",-55.600000,17.900000,0.000000,bottom
"C317","2.2 uF","C_2220_Sm",-28.900000,6.600000,180.000000,bottom
"C318","2.2 uF","C_2220_Sm",-1.600000,39.000000,180.000000,bottom
"C319","2.2 uF","C_2220_Sm",-55.600000,95.000000,0.000000,bottom
"C320","2.2 uF","C_2220_Sm",-56.100000,50.200000,180.000000,bottom
"C321","2.2 uF","C_2220_Sm",-15.300000,6.600000,180.000000,bottom
"C322","2.2 uF","C_2220_Sm",-55.600000,1.000000,0.000000,bottom
"C323","2.2 uF","C_2220_Sm",-28.400000,72.600000,-0.000000,bottom
"C324","2.2 uF","C_2220_Sm",-42.500000,6.600000,180.000000,bottom
"C325","2.2 uF","C_2220_Sm",-55.600000,23.500000,0.000000,bottom
"C326","2.2 uF","C_2220_Sm",-28.400000,106.200000,-0.000000,bottom
"C327","2.2 uF","C_2220_Sm",-55.600000,100.600000,0.000000,bottom
"C328","2.2 uF","C_2220_Sm",-56.100000,44.600000,180.000000,bottom
"C329","2.2 uF","C_2220_Sm",-1.600000,1.000000,180.000000,bottom
"C330","2.2 uF","C_2220_Sm",-42.000000,29.000000,0.000000,bottom
"C331","2.2 uF","C_2220_Sm",-42.500000,12.200000,180.000000,bottom
"C332","2.2 uF","C_2220_Sm",-28.400000,1.000000,0.000000,bottom
"C333","2.2 uF","C_2220_Sm",-42.500000,29.000000,180.000000,bottom
"C334","2.2 uF","C_2220_Sm",-42.500000,1.000000,180.000000,bottom
"C335","2.2 uF","C_2220_Sm",-55.600000,29.100000,0.000000,bottom
"C336","2.2 uF","C_2220_Sm",-28.900000,-4.600000,180.000000,bottom
"C337","2.2 uF","C_2220_Sm",-28.400000,50.200000,-0.000000,bottom
"C338","2.2 uF","C_2220_Sm",-56.100000,39.000000,180.000000,bottom
"C339","2.2 uF","C_2220_Sm",-15.300000,-4.600000,180.000000,bottom
"C340","2.2 uF","C_2220_Sm",-28.400000,6.600000,0.000000,bottom
"C341","2.2 uF","C_2220_Sm",-42.575365,-4.600000,180.000000,bottom
"C342","2.2 uF","C_2220_Sm",-42.000000,1.000000,0.000000,bottom
"C344","2.2 uF","C_2220_Sm",-55.600000,83.800000,0.000000,bottom
"C345","2.2 uF","C_2220_Sm",-56.100000,1.000000,180.000000,bottom
"C346","2.2 uF","C_2220_Sm",-56.100000,61.400000,180.000000,bottom
"C347","2.2 uF","C_2220_Sm",-1.600000,55.800000,180.000000,bottom
"C348","2.2 uF","C_2220_Sm",-1.100000,83.800000,0.000000,bottom
"C349","2.2 uF","C_2220_Sm",-55.600000,78.200000,0.000000,bottom
"C350","2.2 uF","C_2220_Sm",-56.100000,67.000000,180.000000,bottom
"C351","2.2 uF","C_2220_Sm",-15.300000,23.400000,180.000000,bottom
"C352","2.2 uF","C_2220_Sm",-1.600000,12.200000,180.000000,bottom
"C353","2.2 uF","C_2220_Sm",-42.000000,17.800000,0.000000,bottom
"C354","2.2 uF","C_2220_Sm",-42.500000,23.400000,180.000000,bottom
"C355","2.2 uF","C_2220_Sm",-56.100000,6.600000,180.000000,bottom
"C356","2.2 uF","C_2220_Sm",-28.900000,12.200000,180.000000,bottom
"C357","2.2 uF","C_2220_Sm",-14.800000,100.600000,0.000000,bottom
"C358","2.2 uF","C_2220_Sm",-1.600000,50.200000,180.000000,bottom
"C359","2.2 uF","C_2220_Sm",-1.100000,89.400000,0.000000,bottom
"C360","2.2 uF","C_2220_Sm",-14.800000,34.600000,0.000000,bottom
"C361","2.2 uF","C_2220_Sm",-15.300000,44.600000,180.000000,bottom
"C362","2.2 uF","C_2220_Sm",-14.800000,95.000000,0.000000,bottom
"C363","2.2 uF","C_2220_Sm",-15.300000,17.800000,180.000000,bottom
"C364","2.2 uF","C_2220_Sm",-1.600000,6.600000,180.000000,bottom
"C365","2.2 uF","C_2220_Sm",-42.000000,23.400000,0.000000,bottom
"C366","2.2 uF","C_2220_Sm",-42.500000,17.800000,180.000000,bottom
"C367","2.2 uF","C_2220_Sm",-55.600000,12.300000,0.000000,bottom
"C368","2.2 uF","C_2220_Sm",-14.800000,106.200000,0.000000,bottom
"C369","2.2 uF","C_2220_Sm",-1.600000,44.600000,180.000000,bottom
"C370","2.2 uF","C_2220_Sm",-55.600000,6.600000,0.000000,bottom
"C371","2.2 uF","C_2220_Sm",-1.100000,95.000000,0.000000,bottom
"C372","2.2 uF","C_2220_Sm",-55.600000,89.400000,0.000000,bottom
"C373","2.2 uF","C_2220_Sm",-56.100000,55.800000,180.000000,bottom
"C374","2.2 uF","C_2220_Sm",-15.300000,12.200000,180.000000,bottom
"C375","2.2 uF","C_2220_Sm",-55.600000,50.200000,0.000000,bottom
"C376","2.2 uF","C_2220_Sm",-15.300000,1.000000,180.000000,bottom
"C391","2.2 uF","C_2220_Sm",-28.400000,100.600000,-0.000000,bottom
"C393","2.2 uF","C_2220_Sm",-42.000000,106.200000,0.000000,bottom
"C400","2.2 uF","C_2220_Sm",-28.400000,55.800000,-0.000000,bottom
"C426","2.2 uF","C_2220_Sm",55.600000,72.600000,180.000000,bottom
"C449","2.2 uF","C_2220_Sm",42.000000,50.200000,180.000000,bottom
"C452","2.2 uF","C_2220_Sm",42.500000,16.900000,0.000000,bottom
"C453","2.2 uF","C_2220_Sm",28.900000,78.200000,0.000000,bottom
"C454","2.2 uF","C_2220_Sm",42.000000,39.000000,180.000000,bottom
"C455","2.2 uF","C_2220_Sm",55.600000,95.000000,180.000000,bottom
"C457","2.2 uF","C_2220_Sm",42.000000,5.700000,180.000000,bottom
"C458","2.2 uF","C_2220_Sm",42.500000,95.000000,0.000000,bottom
"C459","2.2 uF","C_2220_Sm",28.900000,11.300000,0.000000,bottom
"C460","2.2 uF","C_2220_Sm",42.000000,72.600000,180.000000,bottom
"C461","2.2 uF","C_2220_Sm",56.100000,5.700000,0.000000,bottom
"C463","2.2 uF","C_2220_Sm",28.900000,83.800000,0.000000,bottom
"C464","2.2 uF","C_2220_Sm",42.500000,44.600000,0.000000,bottom
"C465","2.2 uF","C_2220_Sm",55.600000,89.400000,180.000000,bottom
"C466","2.2 uF","C_2220_Sm",55.600000,39.000000,180.000000,bottom
"C467","2.2 uF","C_2220_Sm",42.000000,0.100000,180.000000,bottom
"C468","2.2 uF","C_2220_Sm",42.500000,100.600000,0.000000,bottom
"C469","2.2 uF","C_2220_Sm",28.400000,5.700000,180.000000,bottom
"C470","2.2 uF","C_2220_Sm",28.900000,67.000000,0.000000,bottom
"C471","2.2 uF","C_2220_Sm",55.600000,28.100000,180.000000,bottom
"C472","2.2 uF","C_2220_Sm",56.100000,0.100000,0.000000,bottom
"C473","2.2 uF","C_2220_Sm",56.100000,83.800000,0.000000,bottom
"C474","2.2 uF","C_2220_Sm",42.500000,83.800000,0.000000,bottom
"C475","2.2 uF","C_2220_Sm",42.000000,83.800000,180.000000,bottom
"C476","2.2 uF","C_2220_Sm",42.500000,28.100000,0.000000,bottom
"C478","2.2 uF","C_2220_Sm",15.200000,11.300000,0.000000,bottom
"C480","2.2 uF","C_2220_Sm",42.000000,61.400000,180.000000,bottom
"C481","2.2 uF","C_2220_Sm",56.100000,100.600000,0.000000,bottom
"C482","2.2 uF","C_2220_Sm",55.600000,100.600000,180.000000,bottom
"C483","2.2 uF","C_2220_Sm",56.100000,89.400000,0.000000,bottom
"C484","2.2 uF","C_2220_Sm",42.000000,11.300000,180.000000,bottom
"C485","2.2 uF","C_2220_Sm",42.500000,89.400000,0.000000,bottom
"C486","2.2 uF","C_2220_Sm",42.000000,78.200000,180.000000,bottom
"C487","2.2 uF","C_2220_Sm",55.600000,22.500000,180.000000,bottom
"C488","2.2 uF","C_2220_Sm",55.600000,16.900000,180.000000,bottom
"C489","2.2 uF","C_2220_Sm",42.000000,16.900000,180.000000,bottom
"C490","2.2 uF","C_2220_Sm",42.500000,11.300000,0.000000,bottom
"C491","2.2 uF","C_2220_Sm",55.600000,0.100000,180.000000,bottom
"C492","2.2 uF","C_2220_Sm",56.100000,22.500000,0.000000,bottom
"C493","2.2 uF","C_2220_Sm",28.900000,100.600000,0.000000,bottom
"C494","2.2 uF","C_2220_Sm",42.500000,33.700000,0.000000,bottom
"C495","2.2 uF","C_2220_Sm",28.900000,5.700000,0.000000,bottom
"C496","2.2 uF","C_2220_Sm",15.200000,16.900000,0.000000,bottom
"C497","2.2 uF","C_2220_Sm",28.400000,-5.500000,180.000000,bottom
"C498","2.2 uF","C_2220_Sm",55.600000,-5.500000,180.000000,bottom
"C499","2.2 uF","C_2220_Sm",42.000000,55.800000,180.000000,bottom
"C500","2.2 uF","C_2220_Sm",56.100000,28.100000,0.000000,bottom
"C501","2.2 uF","C_2220_Sm",28.900000,106.200000,0.000000,bottom
"C502","2.2 uF","C_2220_Sm",56.100000,106.200000,0.000000,bottom
"C503","2.2 uF","C_2220_Sm",28.400000,11.300000,180.000000,bottom
"C505","2.2 uF","C_2220_Sm",42.500000,22.500000,0.000000,bottom
"C506","2.2 uF","C_2220_Sm",28.400000,0.100000,180.000000,bottom
"C507","2.2 uF","C_2220_Sm",42.500000,0.100000,0.000000,bottom
"C508","2.2 uF","C_2220_Sm",28.900000,72.600000,0.000000,bottom
"C509","2.2 uF","C_2220_Sm",55.600000,11.300000,180.000000,bottom
"C510","2.2 uF","C_2220_Sm",56.100000,11.300000,0.000000,bottom
"C511","2.2 uF","C_2220_Sm",28.900000,89.400000,0.000000,bottom
"C512","2.2 uF","C_2220_Sm",55.600000,83.800000,180.000000,bottom
"C513","2.2 uF","C_2220_Sm",56.100000,44.600000,0.000000,bottom
"C514","2.2 uF","C_2220_Sm",42.000000,-5.500000,180.000000,bottom
"C515","2.2 uF","C_2220_Sm",42.500000,106.200000,0.000000,bottom
"C516","2.2 uF","C_2220_Sm",42.000000,67.000000,180.000000,bottom
"C518","2.2 uF","C_2220_Sm",42.500000,5.700000,0.000000,bottom
"C519","2.2 uF","C_2220_Sm",55.600000,5.700000,180.000000,bottom
"C520","2.2 uF","C_2220_Sm",56.100000,16.900000,0.000000,bottom
"C521","2.2 uF","C_2220_Sm",28.900000,95.000000,0.000000,bottom
"C522","2.2 uF","C_2220_Sm",55.600000,78.200000,180.000000,bottom
"C523","2.2 uF","C_2220_Sm",28.900000,0.100000,0.000000,bottom
"C524","2.2 uF","C_2220_Sm",42.000000,44.600000,180.000000,bottom
"C525","2.2 uF","C_2220_Sm",28.900000,61.400000,0.000000,bottom
"C526","2.2 uF","C_2220_Sm",42.500000,72.600000,0.000000,bottom
"C529","2.2 uF","C_2220_Sm",55.600000,55.800000,180.000000,bottom
"C531","2.2 uF","C_2220_Sm",56.100000,55.800000,0.000000,bottom
"C533","2.2 uF","C_2220_Sm",42.500000,55.800000,0.000000,bottom
"C538","2.2 uF","C_2220_Sm",28.900000,16.900000,0.000000,bottom
"C539","2.2 uF","C_2220_Sm",55.600000,50.200000,180.000000,bottom
"C541","2.2 uF","C_2220_Sm",56.100000,61.400000,0.000000,bottom
"C543","2.2 uF","C_2220_Sm",42.500000,61.400000,0.000000,bottom
"C547","2.2 uF","C_2220_Sm",55.600000,67.000000,180.000000,bottom
"C549","2.2 uF","C_2220_Sm",28.900000,44.600000,0.000000,bottom
"C557","2.2 uF","C_2220_Sm",55.600000,61.400000,180.000000,bottom
"C559","2.2 uF","C_2220_Sm",56.100000,50.200000,0.000000,bottom
"C561","2.2 uF","C_2220_Sm",42.500000,50.200000,0.000000,bottom
"C563","2.2 uF","C_2220_Sm",28.900000,50.200000,0.000000,bottom
"C565","2.2 uF","C_2220_Sm",42.000000,95.000000,180.000000,bottom
"C569","2.2 uF","C_2220_Sm",15.200000,0.100000,0.000000,bottom
"C571","2.2 uF","C_2220_Sm",56.100000,72.600000,0.000000,bottom
"C572","2.2 uF","C_2220_Sm",56.100000,33.700000,0.000000,bottom
"C574","2.2 uF","C_2220_Sm",42.500000,78.200000,0.000000,bottom
"C575","2.2 uF","C_2220_Sm",42.000000,89.400000,180.000000,bottom
"C579","2.2 uF","C_2220_Sm",15.200000,5.700000,0.000000,bottom
"C580","2.2 uF","C_2220_Sm",56.100000,95.000000,0.000000,bottom
"C581","2.2 uF","C_2220_Sm",28.900000,55.800000,0.000000,bottom
"C582","2.2 uF","C_2220_Sm",42.000000,100.600000,180.000000,bottom
"C586","2.2 uF","C_2220_Sm",55.600000,44.600000,180.000000,bottom
"C587","2.2 uF","C_2220_Sm",56.100000,67.000000,0.000000,bottom
"C589","2.2 uF","C_2220_Sm",42.500000,67.000000,0.000000,bottom
"C598","2.2 uF","C_2220_Sm",42.000000,22.500000,180.000000,bottom
"C600","2.2 uF","C_2220_Sm",56.100000,78.200000,0.000000,bottom
"C1","2.2 uF","C_2220_Sm",-42.500000,55.800000,180.000000,top
"C2","2.2 uF","C_2220_Sm",-42.000000,44.600000,0.000000,top
"C3","2.2 uF","C_2220_Sm",12.100000,106.200000,180.000000,top
"C4","2.2 uF","C_2220_Sm",-28.900000,106.200000,180.000000,top
"C10","2.2 uF","C_2220_Sm",-15.300000,1.000000,180.000000,top
"C11","2.2 uF","C_2220_Sm",-55.600000,61.400000,0.000000,top
"C12","2.2 uF","C_2220_Sm",-42.500000,89.400000,180.000000,top
"C13","2.2 uF","C_2220_Sm",-42.000000,50.200000,0.000000,top
"C14","2.2 uF","C_2220_Sm",-28.900000,100.600000,180.000000,top
"C15","2.2 uF","C_2220_Sm",-55.600000,72.600000,0.000000,top
"C16","2.2 uF","C_2220_Sm",-55.600000,55.800000,0.000000,top
"C21","2.2 uF","C_2220_Sm",12.600000,39.000000,0.000000,top
"C22","2.2 uF","C_2220_Sm",-55.600000,50.200000,0.000000,top
"C31","2.2 uF","C_2220_Sm",-42.500000,83.800000,180.000000,top
"C32","2.2 uF","C_2220_Sm",-1.100000,95.000000,0.000000,top
"C33","2.2 uF","C_2220_Sm",-1.600000,55.800000,180.000000,top
"C34","2.2 uF","C_2220_Sm",-28.400000,67.000000,0.000000,top
"C35","2.2 uF","C_2220_Sm",-15.300000,72.600000,180.000000,top
"C36","2.2 uF","C_2220_Sm",-14.800000,78.200000,0.000000,top
"C37","2.2 uF","C_2220_Sm",-1.600000,61.400000,180.000000,top
"C38","2.2 uF","C_2220_Sm",-14.800000,67.000000,0.000000,top
"C39","2.2 uF","C_2220_Sm",-1.600000,12.200000,180.000000,top
"C40","2.2 uF","C_2220_Sm",-15.300000,106.200000,180.000000,top
"C41","2.2 uF","C_2220_Sm",-14.800000,39.000000,0.000000,top
"C43","2.2 uF","C_2220_Sm",-42.000000,39.000000,0.000000,top
"C44","2.2 uF","C_2220_Sm",-1.100000,39.000000,0.000000,top
"C45","2.2 uF","C_2220_Sm",-1.600000,106.200000,180.000000,top
"C46","2.2 uF","C_2220_Sm",-28.400000,83.800000,0.000000,top
"C47","2.2 uF","C_2220_Sm",-1.100000,44.600000,0.000000,top
"C48","2.2 uF","C_2220_Sm",-42.500000,72.600000,180.000000,top
"C49","2.2 uF","C_2220_Sm",-28.900000,89.400000,180.000000,top
"C50","2.2 uF","C_2220_Sm",-42.000000,61.400000,0.000000,top
"C51","2.2 uF","C_2220_Sm",-42.500000,78.200000,180.000000,top
"C52","2.2 uF","C_2220_Sm",12.600000,50.200000,0.000000,top
"C53","2.2 uF","C_2220_Sm",-1.600000,29.000000,180.000000,top
"C59","2.2 uF","C_2220_Sm",12.100000,100.600000,180.000000,top
"C60","2.2 uF","C_2220_Sm",-28.900000,95.000000,180.000000,top
"C61","2.2 uF","C_2220_Sm",-42.000000,55.800000,0.000000,top
"C62","2.2 uF","C_2220_Sm",-42.500000,95.000000,180.000000,top
"C63","2.2 uF","C_2220_Sm",12.100000,95.000000,180.000000,top
"C68","2.2 uF","C_2220_Sm",-28.400000,39.000000,0.000000,top
"C70","2.2 uF","C_2220_Sm",-55.600000,95.000000,0.000000,top
"C71","2.2 uF","C_2220_Sm",-1.600000,6.600000,180.000000,top
"C72","2.2 uF","C_2220_Sm",-15.300000,100.600000,180.000000,top
"C73","2.2 uF","C_2220_Sm",-14.800000,50.200000,0.000000,top
"C74","2.2 uF","C_2220_Sm",-1.600000,89.400000,180.000000,top
"C75","2.2 uF","C_2220_Sm",-42.500000,61.400000,180.000000,top
"C76","2.2 uF","C_2220_Sm",-1.100000,61.400000,0.000000,top
"C77","2.2 uF","C_2220_Sm",12.100000,78.200000,180.000000,top
"C78","2.2 uF","C_2220_Sm",-28.900000,72.600000,180.000000,top
"C80","2.2 uF","C_2220_Sm",12.100000,67.000000,180.000000,top
"C81","2.2 uF","C_2220_Sm",-41.900000,78.200000,0.000000,top
"C82","2.2 uF","C_2220_Sm",-41.900000,83.800000,0.000000,top
"C83","2.2 uF","C_2220_Sm",-28.900000,67.000000,180.000000,top
