Ref,Val,Package,PosX,PosY,Rot,Side
"C84","2.2 uF","C_2220_Sm",12.100000,72.600000,180.000000,top
"C85","2.2 uF","C_2220_Sm",-1.100000,67.000000,0.000000,top
"C86","2.2 uF","C_2220_Sm",-1.600000,83.800000,180.000000,top
"C87","2.2 uF","C_2220_Sm",-14.800000,55.800000,0.000000,top
"C88","2.2 uF","C_2220_Sm",-15.300000,95.000000,180.000000,top
"C89","2.2 uF","C_2220_Sm",-28.400000,44.600000,0.000000,top
"C90","2.2 uF","C_2220_Sm",-55.600000,100.600000,0.000000,top
"C91","2.2 uF","C_2220_Sm",-42.500000,50.200000,180.000000,top
"C92","2.2 uF","C_2220_Sm",-41.900000,89.400000,0.000000,top
"C93","2.2 uF","C_2220_Sm",-28.900000,61.400000,180.000000,top
"C94","2.2 uF","C_2220_Sm",12.100000,44.600000,180.000000,top
"C95","2.2 uF","C_2220_Sm",-55.600000,44.600000,0.000000,top
"C96","2.2 uF","C_2220_Sm",-42.500000,100.600000,180.000000,top
"C97","2.2 uF","C_2220_Sm",12.600000,44.600000,0.000000,top
"C105","2.2 uF","C_2220_Sm",-56.100000,95.000000,180.000000,top
"C106","2.2 uF","C_2220_Sm",-42.500000,106.200000,180.000000,top
"C108","2.2 uF","C_2220_Sm",-1.600000,34.600000,180.000000,top
"C118","2.2 uF","C_2220_Sm",-55.600000,67.000000,0.000000,top
"C119","2.2 uF","C_2220_Sm",-56.100000,106.200000,180.000000,top
"C120","2.2 uF","C_2220_Sm",12.600000,67.000000,0.000000,top
"C125","2.2 uF","C_2220_Sm",-15.300000,67.000000,180.000000,top
"C126","2.2 uF","C_2220_Sm",-55.600000,78.200000,0.000000,top
"C131","2.2 uF","C_2220_Sm",12.100000,50.200000,180.000000,top
"C132","2.2 uF","C_2220_Sm",-28.900000,44.600000,180.000000,top
"C133","2.2 uF","C_2220_Sm",-28.400000,61.400000,0.000000,top
"C134","2.2 uF","C_2220_Sm",-15.300000,78.200000,180.000000,top
"C135","2.2 uF","C_2220_Sm",-14.800000,72.600000,0.000000,top
"C136","2.2 uF","C_2220_Sm",-1.600000,67.000000,180.000000,top
"C137","2.2 uF","C_2220_Sm",-1.100000,83.800000,0.000000,top
"C138","2.2 uF","C_2220_Sm",12.100000,55.800000,180.000000,top
"C139","2.2 uF","C_2220_Sm",-28.400000,50.200000,0.000000,top
"C140","2.2 uF","C_2220_Sm",-14.800000,44.600000,0.000000,top
"C142","2.2 uF","C_2220_Sm",-1.100000,55.800000,0.000000,top
"C143","2.2 uF","C_2220_Sm",12.100000,83.800000,180.000000,top
"C144","2.2 uF","C_2220_Sm",-28.900000,78.200000,180.000000,top
"C145","2.2 uF","C_2220_Sm",-41.900000,72.600000,0.000000,top
"C146","2.2 uF","C_2220_Sm",-42.500000,67.000000,180.000000,top
"C147","2.2 uF","C_2220_Sm",-55.600000,83.800000,0.000000,top
"C148","2.2 uF","C_2220_Sm",-1.600000,17.800000,180.000000,top
"C149","2.2 uF","C_2220_Sm",-55.600000,89.400000,0.000000,top
"C152","2.2 uF","C_2220_Sm",-1.600000,100.600000,180.000000,top
"C153","2.2 uF","C_2220_Sm",-1.100000,50.200000,0.000000,top
"C154","2.2 uF","C_2220_Sm",12.100000,89.400000,180.000000,top
"C155","2.2 uF","C_2220_Sm",-28.900000,83.800000,180.000000,top
"C156","2.2 uF","C_2220_Sm",-1.100000,72.600000,0.000000,top
"C157","2.2 uF","C_2220_Sm",-1.600000,50.200000,180.000000,top
"C158","2.2 uF","C_2220_Sm",-42.000000,67.000000,0.000000,top
"C160","2.2 uF","C_2220_Sm",-15.300000,83.800000,180.000000,top
"C161","2.2 uF","C_2220_Sm",-1.100000,89.400000,0.000000,top
"C162","2.2 uF","C_2220_Sm",-1.600000,72.600000,180.000000,top
"C163","2.2 uF","C_2220_Sm",-1.100000,78.200000,0.000000,top
"C164","2.2 uF","C_2220_Sm",12.100000,61.400000,180.000000,top
"C165","2.2 uF","C_2220_Sm",-28.900000,55.800000,180.000000,top
"C166","2.2 uF","C_2220_Sm",-41.900000,95.000000,0.000000,top
"C167","2.2 uF","C_2220_Sm",-42.500000,44.600000,180.000000,top
"C168","2.2 uF","C_2220_Sm",-28.900000,50.200000,180.000000,top
"C169","2.2 uF","C_2220_Sm",-15.300000,89.400000,180.000000,top
"C170","2.2 uF","C_2220_Sm",-14.800000,61.400000,0.000000,top
"C171","2.2 uF","C_2220_Sm",-1.600000,78.200000,180.000000,top
"C172","2.2 uF","C_2220_Sm",-41.900000,100.600000,0.000000,top
"C174","2.2 uF","C_2220_Sm",-28.400000,55.800000,0.000000,top
"C175","2.2 uF","C_2220_Sm",-28.400000,95.000000,0.000000,top
"C176","2.2 uF","C_2220_Sm",-15.300000,44.600000,180.000000,top
"C177","2.2 uF","C_2220_Sm",-28.400000,89.400000,0.000000,top
"C178","2.2 uF","C_2220_Sm",-15.300000,50.200000,180.000000,top
"C179","2.2 uF","C_2220_Sm",-14.800000,100.600000,0.000000,top
"C180","2.2 uF","C_2220_Sm",-55.600000,39.000000,0.000000,top
"C188","2.2 uF","C_2220_Sm",-1.600000,95.000000,180.000000,top
"C189","2.2 uF","C_2220_Sm",-56.100000,100.600000,180.000000,top
"C190","2.2 uF","C_2220_Sm",-1.600000,23.400000,180.000000,top
"C191","2.2 uF","C_2220_Sm",-14.800000,83.800000,0.000000,top
"C192","2.2 uF","C_2220_Sm",-15.300000,55.800000,180.000000,top
"C193","2.2 uF","C_2220_Sm",-14.800000,95.000000,0.000000,top
"C194","2.2 uF","C_2220_Sm",-1.600000,44.600000,180.000000,top
"C195","2.2 uF","C_2220_Sm",-28.400000,78.200000,0.000000,top
"C196","2.2 uF","C_2220_Sm",-15.300000,61.400000,180.000000,top
"C197","2.2 uF","C_2220_Sm",-14.800000,89.400000,0.000000,top
"C198","2.2 uF","C_2220_Sm",-28.400000,100.600000,0.000000,top
"C199","2.2 uF","C_2220_Sm",-1.100000,100.600000,0.000000,top
"C200","2.2 uF","C_2220_Sm",-28.400000,72.600000,0.000000,top
"C201","2.2 uF","C_2220_Sm",-42.500000,29.000000,180.000000,top
"C203","2.2 uF","C_2220_Sm",-42.000000,6.600000,0.000000,top
"C209","2.2 uF","C_2220_Sm",-56.100000,34.600000,180.000000,top
"C211","2.2 uF","C_2220_Sm",-28.900000,17.800000,180.000000,top
"C212","2.2 uF","C_2220_Sm",-42.500000,23.400000,180.000000,top
"C213","2.2 uF","C_2220_Sm",-42.000000,12.200000,0.000000,top
"C215","2.2 uF","C_2220_Sm",-42.400000,1.000000,180.000000,top
"C237","2.2 uF","C_2220_Sm",12.600000,72.600000,0.000000,top
"C251","2.2 uF","C_2220_Sm",-42.000000,1.000000,0.000000,top
"C252","2.2 uF","C_2220_Sm",-56.100000,44.600000,180.000000,top
"C257","2.2 uF","C_2220_Sm",-28.400000,-4.600000,0.000000,top
"C258","2.2 uF","C_2220_Sm",-42.000000,17.800000,0.000000,top
"C259","2.2 uF","C_2220_Sm",-42.400000,17.800000,180.000000,top
"C260","2.2 uF","C_2220_Sm",-28.900000,12.200000,180.000000,top
"C261","2.2 uF","C_2220_Sm",-55.600000,-4.600000,0.000000,top
"C262","2.2 uF","C_2220_Sm",-56.100000,29.000000,180.000000,top
"C264","2.2 uF","C_2220_Sm",-14.800000,1.000000,0.000000,top
"C265","2.2 uF","C_2220_Sm",-28.900000,6.600000,180.000000,top
"C266","2.2 uF","C_2220_Sm",-55.600000,1.000000,0.000000,top
"C273","2.2 uF","C_2220_Sm",-55.600000,6.600000,0.000000,top
"C281","2.2 uF","C_2220_Sm",-56.100000,72.600000,180.000000,top
"C282","2.2 uF","C_2220_Sm",-56.100000,83.800000,180.000000,top
"C283","2.2 uF","C_2220_Sm",-42.000000,-4.600000,0.000000,top
"C284","2.2 uF","C_2220_Sm",12.600000,89.400000,0.000000,top
"C285","2.2 uF","C_2220_Sm",-28.400000,12.300000,0.000000,top
"C286","2.2 uF","C_2220_Sm",-55.600000,17.800000,0.000000,top
"C287","2.2 uF","C_2220_Sm",-56.100000,6.600000,180.000000,top
"C289","2.2 uF","C_2220_Sm",-56.100000,78.200000,180.000000,top
"C291","2.2 uF","C_2220_Sm",12.600000,78.200000,0.000000,top
"C292","2.2 uF","C_2220_Sm",12.600000,83.800000,0.000000,top
"C293","2.2 uF","C_2220_Sm",-28.400000,6.600000,0.000000,top
"C294","2.2 uF","C_2220_Sm",-55.600000,12.200000,0.000000,top
"C295","2.2 uF","C_2220_Sm",-56.100000,12.200000,180.000000,top
"C296","2.2 uF","C_2220_Sm",-56.100000,1.000000,180.000000,top
"C298","2.2 uF","C_2220_Sm",-1.100000,1.000000,0.000000,top
"C299","2.2 uF","C_2220_Sm",-14.800000,6.600000,0.000000,top
"C301","2.2 uF","C_2220_Sm",-42.400000,6.600000,180.000000,top
"C302","2.2 uF","C_2220_Sm",-28.900000,1.000000,180.000000,top
"C303","2.2 uF","C_2220_Sm",12.600000,55.800000,0.000000,top
"C304","2.2 uF","C_2220_Sm",-56.100000,17.800000,180.000000,top
"C308","2.2 uF","C_2220_Sm",-56.100000,89.400000,180.000000,top
"C309","2.2 uF","C_2220_Sm",-28.400000,1.000000,0.000000,top
"C310","2.2 uF","C_2220_Sm",-42.000000,23.400000,0.000000,top
"C311","2.2 uF","C_2220_Sm",-42.400000,12.200000,180.000000,top
"C314","2.2 uF","C_2220_Sm",-56.100000,23.400000,180.000000,top
"C343","2.2 uF","C_2220_Sm",-42.500000,34.600000,180.000000,top
"C377","2.2 uF","C_2220_Sm",-55.600000,23.400000,0.000000,top
"C378","2.2 uF","C_2220_Sm",-56.100000,50.200000,180.000000,top
"C379","2.2 uF","C_2220_Sm",-1.100000,23.400000,0.000000,top
"C380","2.2 uF","C_2220_Sm",-14.800000,29.000000,0.000000,top
"C381","2.2 uF","C_2220_Sm",-15.300000,6.600000,180.000000,top
"C382","2.2 uF","C_2220_Sm",-56.100000,55.800000,180.000000,top
"C383","2.2 uF","C_2220_Sm",-1.100000,17.800000,0.000000,top
"C384","2.2 uF","C_2220_Sm",-14.800000,23.400000,0.000000,top
"C385","2.2 uF","C_2220_Sm",-15.300000,12.200000,180.000000,top
"C386","2.2 uF","C_2220_Sm",12.600000,100.600000,0.000000,top
"C387","2.2 uF","C_2220_Sm",-56.100000,61.400000,180.000000,top
"C388","2.2 uF","C_2220_Sm",-1.100000,12.200000,0.000000,top
"C389","2.2 uF","C_2220_Sm",-14.800000,17.800000,0.000000,top
"C390","2.2 uF","C_2220_Sm",-15.300000,17.800000,180.000000,top
"C392","2.2 uF","C_2220_Sm",-1.100000,29.000000,0.000000,top
"C394","2.2 uF","C_2220_Sm",12.600000,61.400000,0.000000,top
"C395","2.2 uF","C_2220_Sm",-55.600000,29.000000,0.000000,top
"C396","2.2 uF","C_2220_Sm",-56.100000,67.000000,180.000000,top
"C397","2.2 uF","C_2220_Sm",-1.100000,6.600000,0.000000,top
"C398","2.2 uF","C_2220_Sm",-14.800000,12.200000,0.000000,top
"C399","2.2 uF","C_2220_Sm",12.600000,95.000000,0.000000,top
"C401","2.2 uF","C_2220_Sm",28.900000,83.800000,0.000000,top
"C402","2.2 uF","C_2220_Sm",42.000000,50.200000,180.000000,top
"C403","2.2 uF","C_2220_Sm",42.500000,39.000000,0.000000,top
"C404","2.2 uF","C_2220_Sm",28.900000,78.200000,0.000000,top
"C405","2.2 uF","C_2220_Sm",42.500000,5.700000,0.000000,top
"C406","2.2 uF","C_2220_Sm",42.000000,55.800000,180.000000,top
"C407","2.2 uF","C_2220_Sm",55.600000,44.600000,180.000000,top
"C408","2.2 uF","C_2220_Sm",42.500000,100.600000,0.000000,top
"C409","2.2 uF","C_2220_Sm",28.900000,72.600000,0.000000,top
"C410","2.2 uF","C_2220_Sm",42.000000,61.400000,180.000000,top
"C411","2.2 uF","C_2220_Sm",56.100000,39.000000,0.000000,top
"C412","2.2 uF","C_2220_Sm",28.900000,89.400000,0.000000,top
"C413","2.2 uF","C_2220_Sm",42.500000,11.300000,0.000000,top
"C414","2.2 uF","C_2220_Sm",42.000000,44.600000,180.000000,top
"C415","2.2 uF","C_2220_Sm",42.000000,5.700000,180.000000,top
"C416","2.2 uF","C_2220_Sm",42.000000,0.100000,180.000000,top
"C417","2.2 uF","C_2220_Sm",42.000000,83.800000,180.000000,top
"C418","2.2 uF","C_2220_Sm",55.600000,89.400000,180.000000,top
"C419","2.2 uF","C_2220_Sm",55.600000,61.400000,180.000000,top
"C420","2.2 uF","C_2220_Sm",56.100000,89.400000,0.000000,top
"C421","2.2 uF","C_2220_Sm",42.500000,16.900000,0.000000,top
"C422","2.2 uF","C_2220_Sm",55.600000,5.700000,180.000000,top
"C423","2.2 uF","C_2220_Sm",55.600000,0.100000,180.000000,top
"C424","2.2 uF","C_2220_Sm",28.900000,50.200000,0.000000,top
"C425","2.2 uF","C_2220_Sm",42.000000,89.400000,180.000000,top
"C427","2.2 uF","C_2220_Sm",42.500000,61.400000,0.000000,top
"C428","2.2 uF","C_2220_Sm",55.600000,67.000000,180.000000,top
"C429","2.2 uF","C_2220_Sm",56.100000,83.800000,0.000000,top
"C430","2.2 uF","C_2220_Sm",55.600000,100.600000,180.000000,top
"C431","2.2 uF","C_2220_Sm",42.000000,67.000000,180.000000,top
"C432","2.2 uF","C_2220_Sm",55.600000,11.300000,180.000000,top
"C433","2.2 uF","C_2220_Sm",28.900000,55.800000,0.000000,top
"C434","2.2 uF","C_2220_Sm",55.600000,106.200000,180.000000,top
"C435","2.2 uF","C_2220_Sm",42.500000,22.500000,0.000000,top
"C436","2.2 uF","C_2220_Sm",28.900000,61.400000,0.000000,top
"C437","2.2 uF","C_2220_Sm",42.000000,72.600000,180.000000,top
"C438","2.2 uF","C_2220_Sm",42.500000,78.200000,0.000000,top
"C439","2.2 uF","C_2220_Sm",55.600000,50.200000,180.000000,top
"C440","2.2 uF","C_2220_Sm",28.900000,67.000000,0.000000,top
"C441","2.2 uF","C_2220_Sm",42.500000,83.800000,0.000000,top
"C442","2.2 uF","C_2220_Sm",56.100000,28.100000,0.000000,top
"C443","2.2 uF","C_2220_Sm",42.500000,95.000000,0.000000,top
"C444","2.2 uF","C_2220_Sm",42.000000,78.200000,180.000000,top
"C445","2.2 uF","C_2220_Sm",42.500000,72.600000,0.000000,top
"C446","2.2 uF","C_2220_Sm",55.600000,55.800000,180.000000,top
"C447","2.2 uF","C_2220_Sm",56.100000,95.000000,0.000000,top
"C448","2.2 uF","C_2220_Sm",42.500000,89.400000,0.000000,top
"C450","2.2 uF","C_2220_Sm",28.900000,44.600000,0.000000,top
"C451","2.2 uF","C_2220_Sm",56.100000,44.600000,0.000000,top
"C456","2.2 uF","C_2220_Sm",56.100000,55.800000,0.000000,top
"C462","2.2 uF","C_2220_Sm",28.400000,11.300000,180.000000,top
"C477","2.2 uF","C_2220_Sm",56.100000,0.100000,0.000000,top
"C479","2.2 uF","C_2220_Sm",28.900000,-5.500000,0.000000,top
"C504","2.2 uF","C_2220_Sm",14.800000,11.300000,180.000000,top
"C517","2.2 uF","C_2220_Sm",28.400000,5.700000,180.000000,top
"C527","2.2 uF","C_2220_Sm",42.000000,22.500000,180.000000,top
"C528","2.2 uF","C_2220_Sm",42.000000,100.600000,180.000000,top
"C530","2.2 uF","C_2220_Sm",42.500000,44.600000,0.000000,top
"C532","2.2 uF","C_2220_Sm",55.600000,83.800000,180.000000,top
"C534","2.2 uF","C_2220_Sm",56.100000,67.000000,0.000000,top
"C535","2.2 uF","C_2220_Sm",42.500000,-5.500000,0.000000,top
"C536","2.2 uF","C_2220_Sm",55.600000,33.700000,180.000000,top
"C537","2.2 uF","C_2220_Sm",55.600000,28.100000,180.000000,top
"C540","2.2 uF","C_2220_Sm",42.500000,28.100000,0.000000,top
"C542","2.2 uF","C_2220_Sm",42.500000,67.000000,0.000000,top
"C544","2.2 uF","C_2220_Sm",28.900000,100.600000,0.000000,top
"C545","2.2 uF","C_2220_Sm",42.000000,11.300000,180.000000,top
"C546","2.2 uF","C_2220_Sm",42.000000,95.000000,180.000000,top
"C548","2.2 uF","C_2220_Sm",42.500000,55.800000,0.000000,top
"C550","2.2 uF","C_2220_Sm",55.600000,72.600000,180.000000,top
"C551","2.2 uF","C_2220_Sm",56.100000,78.200000,0.000000,top
"C552","2.2 uF","C_2220_Sm",42.500000,0.100000,0.000000,top
"C553","2.2 uF","C_2220_Sm",55.600000,16.900000,180.000000,top
"C554","2.2 uF","C_2220_Sm",28.900000,39.000000,0.000000,top
"C555","2.2 uF","C_2220_Sm",56.100000,100.600000,0.000000,top
"C556","2.2 uF","C_2220_Sm",42.000000,106.200000,180.000000,top
"C558","2.2 uF","C_2220_Sm",42.500000,50.200000,0.000000,top
"C560","2.2 uF","C_2220_Sm",55.600000,78.200000,180.000000,top
"C562","2.2 uF","C_2220_Sm",56.100000,72.600000,0.000000,top
"C564","2.2 uF","C_2220_Sm",55.600000,22.500000,180.000000,top
"C566","2.2 uF","C_2220_Sm",28.400000,16.900000,180.000000,top
"C567","2.2 uF","C_2220_Sm",15.200000,0.100000,0.000000,top
"C568","2.2 uF","C_2220_Sm",56.100000,11.300000,0.000000,top
"C570","2.2 uF","C_2220_Sm",28.900000,0.100000,0.000000,top
"C573","2.2 uF","C_2220_Sm",56.100000,50.200000,0.000000,top
"C576","2.2 uF","C_2220_Sm",56.100000,-5.500000,0.000000,top
"C577","2.2 uF","C_2220_Sm",15.200000,-5.500000,0.000000,top
"C578","2.2 uF","C_2220_Sm",56.100000,5.700000,0.000000,top
"C583","2.2 uF","C_2220_Sm",15.200000,11.300000,0.000000,top
"C584","2.2 uF","C_2220_Sm",56.100000,22.500000,0.000000,top
"C585","2.2 uF","C_2220_Sm",28.400000,0.100000,180.000000,top
"C588","2.2 uF","C_2220_Sm",55.600000,95.000000,180.000000,top
"C590","2.2 uF","C_2220_Sm",56.100000,61.400000,0.000000,top
"C591","2.2 uF","C_2220_Sm",42.000000,28.100000,180.000000,top
"C592","2.2 uF","C_2220_Sm",42.000000,16.900000,180.000000,top
"C593","2.2 uF","C_2220_Sm",28.900000,11.300000,0.000000,top
"C594","2.2 uF","C_2220_Sm",15.200000,5.700000,0.000000,top
"C595","2.2 uF","C_2220_Sm",56.100000,16.900000,0.000000,top
"C596","2.2 uF","C_2220_Sm",14.800000,16.900000,180.000000,top
"C597","2.2 uF","C_2220_Sm",28.900000,5.700000,0.000000,top
"C599","2.2 uF","C_2220_Sm",28.900000,95.000000,0.000000,top
