x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+210.85187560E+00,+41.17656678E+00,-26.84016788E+00,+2.00579497E+00
-24.97500E-03,+211.52133165E+00,+40.64100194E+00,-26.84016788E+00,+2.01248953E+00
-24.95000E-03,+211.92300528E+00,+40.64100194E+00,-27.64351514E+00,+2.01248953E+00
-24.92500E-03,+211.92300528E+00,+40.37321952E+00,-28.58075361E+00,+2.01751045E+00
-24.90000E-03,+211.92300528E+00,+40.64100194E+00,-27.91129756E+00,+2.02587865E+00
-24.87500E-03,+213.39580859E+00,+40.10543710E+00,-28.58075361E+00,+2.02420501E+00
-24.85000E-03,+212.72635254E+00,+40.10543710E+00,-28.98242724E+00,+2.02922593E+00
-24.82500E-03,+212.59246133E+00,+40.50711073E+00,-29.25020966E+00,+2.02755229E+00
-24.80000E-03,+212.99413496E+00,+40.10543710E+00,-29.51799208E+00,+2.03926777E+00
-24.77500E-03,+213.12802617E+00,+39.83765468E+00,-30.32133934E+00,+2.03257321E+00
-24.75000E-03,+214.33304706E+00,+39.83765468E+00,-30.05355692E+00,+2.04261506E+00
-24.72500E-03,+214.06526464E+00,+39.97154589E+00,-30.05355692E+00,+2.04596234E+00
-24.70000E-03,+214.06526464E+00,+40.10543710E+00,-31.12468660E+00,+2.05265690E+00
-24.67500E-03,+215.00250311E+00,+39.70376347E+00,-31.66025144E+00,+2.05767782E+00
-24.65000E-03,+215.13639432E+00,+39.30208984E+00,-31.12468660E+00,+2.05935146E+00
-24.62500E-03,+214.46693827E+00,+39.97154589E+00,-31.12468660E+00,+2.06102510E+00
-24.60000E-03,+215.67195916E+00,+39.03430742E+00,-31.12468660E+00,+2.07274058E+00
-24.57500E-03,+215.40417674E+00,+39.30208984E+00,-31.79414265E+00,+2.05935146E+00
-24.55000E-03,+215.67195916E+00,+39.56987226E+00,-31.92803386E+00,+2.07608786E+00
-24.52500E-03,+216.34141521E+00,+39.30208984E+00,-32.46359870E+00,+2.07441422E+00
-24.50000E-03,+215.67195916E+00,+39.56987226E+00,-33.26694596E+00,+2.07943514E+00
-24.47500E-03,+215.67195916E+00,+39.43598105E+00,-32.59748991E+00,+2.08445606E+00
-24.45000E-03,+216.20752400E+00,+39.03430742E+00,-32.73138112E+00,+2.08278242E+00
-24.42500E-03,+215.67195916E+00,+39.43598105E+00,-33.66861959E+00,+2.09784518E+00
-24.40000E-03,+215.67195916E+00,+39.56987226E+00,-33.26694596E+00,+2.10621338E+00
-24.37500E-03,+215.93974158E+00,+39.03430742E+00,-33.66861959E+00,+2.09115062E+00
-24.35000E-03,+215.67195916E+00,+39.56987226E+00,-32.99916354E+00,+2.10621338E+00
-24.32500E-03,+216.20752400E+00,+39.03430742E+00,-34.07029322E+00,+2.09282426E+00
