x-axis,1,2,3,4
second,Volt,Volt,Volt,Ampere
-25.00000E-03,+171.33827838E+00,+24.17573270E+00,+18.15062803E+00,+1.35977506E+00
-24.97500E-03,+171.73995203E+00,+24.17573270E+00,+18.35146485E+00,+1.35726460E+00
-24.95000E-03,+171.33827838E+00,+24.37656952E+00,+18.55230168E+00,+1.35642778E+00
-24.92500E-03,+170.93660474E+00,+24.07531429E+00,+18.45188326E+00,+1.35308050E+00
-24.90000E-03,+170.93660474E+00,+24.17573270E+00,+18.95397532E+00,+1.34973322E+00
-24.87500E-03,+170.93660474E+00,+23.77405906E+00,+19.25523055E+00,+1.34638594E+00
-24.85000E-03,+171.33827838E+00,+23.97489588E+00,+19.15481214E+00,+1.34136501E+00
-24.82500E-03,+170.93660474E+00,+23.87447747E+00,+18.85355691E+00,+1.34052819E+00
-24.80000E-03,+171.33827838E+00,+23.77405906E+00,+18.55230168E+00,+1.33299681E+00
-24.77500E-03,+170.83618633E+00,+24.27615111E+00,+19.15481214E+00,+1.33885455E+00
-24.75000E-03,+170.93660474E+00,+23.97489588E+00,+19.35564896E+00,+1.33299681E+00
-24.72500E-03,+170.93660474E+00,+23.87447747E+00,+18.85355691E+00,+1.33048635E+00
-24.70000E-03,+171.33827838E+00,+24.17573270E+00,+18.95397532E+00,+1.32630225E+00
-24.67500E-03,+170.93660474E+00,+24.17573270E+00,+18.35146485E+00,+1.32546543E+00
-24.65000E-03,+170.93660474E+00,+24.17573270E+00,+18.75313850E+00,+1.32128133E+00
-24.62500E-03,+170.93660474E+00,+24.37656952E+00,+19.25523055E+00,+1.32462861E+00
-24.60000E-03,+170.53493109E+00,+24.17573270E+00,+18.55230168E+00,+1.30956585E+00
-24.57500E-03,+171.13744156E+00,+24.17573270E+00,+18.55230168E+00,+1.30956585E+00
-24.55000E-03,+171.33827838E+00,+23.97489588E+00,+19.15481214E+00,+1.31123949E+00
-24.52500E-03,+171.03702315E+00,+24.47698794E+00,+19.25523055E+00,+1.30872903E+00
-24.50000E-03,+171.33827838E+00,+24.17573270E+00,+18.95397532E+00,+1.30287129E+00
-24.47500E-03,+171.84037044E+00,+24.17573270E+00,+18.95397532E+00,+1.30287129E+00
-24.45000E-03,+171.53911521E+00,+23.97489588E+00,+18.95397532E+00,+1.29952401E+00
-24.42500E-03,+172.14162567E+00,+23.87447747E+00,+19.25523055E+00,+1.29785037E+00
-24.40000E-03,+172.14162567E+00,+24.17573270E+00,+18.95397532E+00,+1.29617673E+00
-24.37500E-03,+172.14162567E+00,+24.17573270E+00,+18.35146485E+00,+1.29366627E+00
-24.35000E-03,+172.14162567E+00,+24.57740635E+00,+18.55230168E+00,+1.28780853E+00
-24.32500E-03,+172.14162567E+00,+24.47698794E+00,+18.55230168E+00,+1.28446125E+00
-24.30000E-03,+172.14162567E+00,+24.57740635E+00,+17.74895439E+00,+1.28278761E+00
-24.27500E-03,+172.54329932E+00,+24.17573270E+00,+18.55230168E+00,+1.27860351E+00
-24.25000E-03,+172.94497296E+00,+24.17573270E+00,+17.54811756E+00,+1.27944033E+00
-24.22500E-03,+172.94497296E+00,+24.57740635E+00,+18.05020962E+00,+1.27023531E+00
-24.20000E-03,+172.94497296E+00,+24.57740635E+00,+18.15062803E+00,+1.27609305E+00
-24.17500E-03,+173.14580978E+00,+24.27615111E+00,+17.74895439E+00,+1.27358259E+00
-24.15000E-03,+173.14580978E+00,+24.97907999E+00,+17.54811756E+00,+1.27274577E+00
-24.12500E-03,+173.14580978E+00,+24.77824317E+00,+17.04602551E+00,+1.26939849E+00
-24.10000E-03,+173.74832025E+00,+24.97907999E+00,+16.94560710E+00,+1.26270392E+00
-24.07500E-03,+173.34664661E+00,+24.77824317E+00,+17.44769915E+00,+1.25684618E+00
-24.05000E-03,+174.14999390E+00,+24.97907999E+00,+17.14644392E+00,+1.25768300E+00
-24.02500E-03,+173.84873866E+00,+24.47698794E+00,+17.14644392E+00,+1.25851982E+00
-24.00000E-03,+174.14999390E+00,+24.97907999E+00,+16.54393345E+00,+1.25935664E+00
-23.97500E-03,+174.55166754E+00,+24.97907999E+00,+16.34309663E+00,+1.26270392E+00
-23.95000E-03,+174.35083072E+00,+24.97907999E+00,+16.14225981E+00,+1.26103028E+00
-23.92500E-03,+174.85292277E+00,+25.17991681E+00,+16.04184140E+00,+1.26354074E+00
-23.90000E-03,+174.95334119E+00,+24.97907999E+00,+16.14225981E+00,+1.25935664E+00
-23.87500E-03,+175.15417801E+00,+25.58159046E+00,+16.04184140E+00,+1.25015162E+00
-23.85000E-03,+175.35501483E+00,+24.97907999E+00,+15.33891252E+00,+1.24764116E+00
-23.82500E-03,+175.75668848E+00,+25.78242728E+00,+15.23849411E+00,+1.24513070E+00
-23.80000E-03,+175.75668848E+00,+25.38075364E+00,+15.74058616E+00,+1.24596752E+00
-23.77500E-03,+176.35919894E+00,+25.28033523E+00,+14.03347317E+00,+1.25015162E+00
-23.75000E-03,+176.35919894E+00,+25.58159046E+00,+14.33472840E+00,+1.24764116E+00
-23.72500E-03,+176.66045418E+00,+25.68200887E+00,+14.53556523E+00,+1.24680434E+00
-23.70000E-03,+177.36338305E+00,+25.38075364E+00,+13.73221794E+00,+1.23927296E+00
-23.67500E-03,+177.76505670E+00,+26.08368251E+00,+13.73221794E+00,+1.24178342E+00
-23.65000E-03,+177.96589352E+00,+25.38075364E+00,+13.33054429E+00,+1.23759932E+00
-23.62500E-03,+178.16673034E+00,+25.78242728E+00,+12.72803383E+00,+1.23508886E+00
-23.60000E-03,+178.16673034E+00,+26.18410093E+00,+12.92887065E+00,+1.22923112E+00
-23.57500E-03,+178.97007763E+00,+25.88284569E+00,+12.52719700E+00,+1.22672066E+00
-23.55000E-03,+179.57258810E+00,+25.58159046E+00,+12.72803383E+00,+1.22755748E+00
-23.52500E-03,+179.07049605E+00,+26.08368251E+00,+12.52719700E+00,+1.22672066E+00
-23.50000E-03,+179.37175128E+00,+26.18410093E+00,+11.72384971E+00,+1.23257840E+00
-23.47500E-03,+179.47216969E+00,+25.78242728E+00,+11.12133925E+00,+1.23592568E+00
-23.45000E-03,+179.97426175E+00,+26.18410093E+00,+11.52301289E+00,+1.23090476E+00
-23.42500E-03,+180.27551698E+00,+25.88284569E+00,+10.41841037E+00,+1.22672066E+00
-23.40000E-03,+180.57677221E+00,+26.18410093E+00,+10.11715513E+00,+1.22923112E+00
